Datum;Wetterdaten: Normale Direktstrahlung  [W/m²] (Bn);Wetterdaten: Diffusstrahlung, Jahressumme [W/m²] (Dh);Wetterdaten: Globalstrahlung, Jahressumme [W/m²] (Gh);Wetterdaten: Luftfeuchtigkeit [%] (Hrel);Wetterdaten: Wärmestrahlung [W/m²] (Lh);Wetterdaten: Aussentemperatur 24-h-Mittel [°C] (Tamb24);Wetterdaten: Mittlere Aussentemperatur [°C] (Tamb);Gebäude Space heating: demand 443 Mhw: Heizwärmebedarf [W] (Qdem);Gebäude Space heating: demand 443 Mhw: Soll-Raumtemperatur [°C];Elektrische Verbraucher Elec. Demand: 425 MWh: Elektrischer Verbrauch [W] (Ecs);Warmwasserbedarf 343 MWh: Domestic hot water: Energiebedarf [W] (Qdem);Wetterdaten: Windgeschwindigkeit [m/s] (Vwnd)
04.01. 02:30:00;0;0;0;90.6;287;8.8;4.8;83883;20;37338;0;3.8
04.01. 02:45:00;0;0;0;90.6;287;8.8;4.8;83883;20;37367;0;3.8
04.01. 03:00:00;0;0;0;92.9;286;8.8;4.2;87031;20;36849;240113;4.5
04.01. 03:15:00;0;0;0;92.9;286;8.8;4.2;87031;20;36928;33082;4.5
04.01. 03:30:00;0;0;0;92.9;286;8.8;4.2;87031;20;36930;0;4.5
04.01. 03:45:00;0;0;0;92.9;286;8.8;4.2;87031;20;37318;0;4.5
04.01. 04:00:00;0;0;0;97.2;286;8.8;3.7;90179;20;38500;240124;5.4
04.01. 04:15:00;0;0;0;97.2;286;8.8;3.7;90179;20;38918;33084;5.4
04.01. 04:30:00;0;0;0;97.2;286;8.8;3.7;90179;20;37902;0;5.4
04.01. 04:45:00;0;0;0;97.2;286;8.8;3.7;90179;20;37656;0;5.4
04.01. 05:00:00;0;0;0;98;284;8.7;3.1;93326;20;41459;240135;4
04.01. 05:15:00;0;0;0;98;284;8.7;3.1;93326;20;41364;33085;4
04.01. 05:30:00;0;0;0;98;284;8.7;3.1;93326;20;41367;0;4
04.01. 05:45:00;0;0;0;98;284;8.7;3.1;93326;20;41396;0;4
04.01. 06:00:00;0;0;0;99;283;8.6;2.7;95646;20;64392;240146;2.7
04.01. 06:15:00;0;0;0;99;283;8.6;2.7;95646;20;65095;33087;2.7
04.01. 06:30:00;0;0;0;99;283;8.6;2.7;95646;20;65913;0;2.7
04.01. 06:45:00;0;0;0;99;283;8.6;2.7;95646;20;64891;0;2.7
04.01. 07:00:00;0;0;0;99.8;282;8.5;2.3;97965;20;85323;240157;2.4
04.01. 07:15:00;0;0;0;99.8;282;8.5;2.3;97965;20;85295;33088;2.4
04.01. 07:30:00;0;0;0;99.8;282;8.5;2.3;97965;20;85284;0;2.4
04.01. 07:45:00;0;0;0;99.8;282;8.5;2.3;97965;20;85323;0;2.4
04.01. 08:00:00;0;2.9;2.9;99.7;282;8.4;2.2;98131;20;87609;240168;2.4
04.01. 08:15:00;0;2.9;2.9;99.7;282;8.4;2.2;98131;20;87543;3309;2.4
04.01. 08:30:00;0;2.9;2.9;99.7;282;8.4;2.2;98131;20;87647;0;2.4
04.01. 08:45:00;0;2.9;2.9;99.7;282;8.4;2.2;98131;20;87475;0;2.4
04.01. 09:00:00;226;44.8;73.2;98.3;287;8.2;3.2;92995;20;82086;240179;1.9
04.01. 09:15:00;226;45;73.6;98.3;287;8.2;3.2;92995;20;81977;33091;1.9
04.01. 09:30:00;226;45;73.6;98.3;287;8.2;3.2;92995;20;82158;0;1.9
04.01. 09:45:00;226;45;73.6;98.3;287;8.2;3.2;92995;20;81903;0;1.9
04.01. 10:00:00;158;100;136;94.5;287;8;4;88246;20;78336;24019;2.2
04.01. 10:15:00;158;101;137;94.5;287;8;4;88246;20;78333;33093;2.2
04.01. 10:30:00;158;101;137;94.5;287;8;4;88246;20;78448;0;2.2
04.01. 10:45:00;158;101;137;94.5;287;8;4;88246;20;78307;0;2.2
04.01. 11:00:00;106;130;161;90.9;290;7.8;4.6;85209;20;79403;240201;1.9
04.01. 11:15:00;106;130;161;90.9;290;7.8;4.6;85209;20;79414;33094;1.9
04.01. 11:30:00;106;130;161;90.9;290;7.8;4.6;85209;20;79394;0;1.9
04.01. 11:45:00;106;130;161;90.9;290;7.8;4.6;85209;20;79402;0;1.9
04.01. 12:00:00;98.6;139;170;90;291;7.5;4.9;83331;20;86398;240212;2.7
04.01. 12:15:00;98.6;139;170;90;291;7.5;4.9;83331;20;86089;33096;2.7
04.01. 12:30:00;98.6;139;170;90;291;7.5;4.9;83331;20;85927;0;2.7
04.01. 12:45:00;98.6;139;170;90;291;7.5;4.9;83331;20;85954;0;2.7
04.01. 13:00:00;67.1;131;150;91;293;7.1;5;82834;20;85350;240223;1.9
04.01. 13:15:00;67.1;131;150;91;293;7.1;5;82834;20;85349;33097;1.9
04.01. 13:30:00;67.1;131;150;91;293;7.1;5;82834;20;85331;0;1.9
04.01. 13:45:00;67.1;131;150;91;293;7.1;5;82834;20;85321;0;1.9
04.01. 14:00:00;60.8;99.5;113;88.4;292;6.8;4.9;83552;20;77819;240234;1.4
04.01. 14:15:00;60.8;99.3;113;88.4;292;6.8;4.9;83552;20;77826;33099;1.4
04.01. 14:30:00;60.8;99.3;113;88.4;292;6.8;4.9;83552;20;78136;0;1.4
04.01. 14:45:00;60.8;99.3;113;88.4;292;6.8;4.9;83552;20;79012;0;1.4
04.01. 15:00:00;29.4;50.4;54.2;89.5;294;6.4;4.4;86313;20;72672;240245;1.4
04.01. 15:15:00;29.4;50.2;53.9;89.5;294;6.4;4.4;86313;20;72444;331;1.4
04.01. 15:30:00;29.4;50.2;53.9;89.5;294;6.4;4.4;86313;20;72287;0;1.4
04.01. 15:45:00;29.4;50.2;53.9;89.5;294;6.4;4.4;86313;20;72197;0;1.4
04.01. 16:00:00;0;1.8;1.8;88.2;290;6.1;3.7;90179;20;72357;240256;1.6
04.01. 16:15:00;0;1.5;1.5;88.2;290;6.1;3.7;90179;20;72415;33102;1.6
04.01. 16:30:00;0;1.5;1.5;88.2;290;6.1;3.7;90179;20;72421;0;1.6
04.01. 16:45:00;0;1.5;1.5;88.2;290;6.1;3.7;90179;20;72693;0;1.6
04.01. 17:00:00;0;0.01;0.01;94.1;291;5.7;3.2;92553;20;86025;240267;2
04.01. 17:15:00;0;0;0;94.2;291;5.7;3.2;92553;20;86667;33103;2
04.01. 17:30:00;0;0;0;94.2;291;5.7;3.2;92553;20;85579;0;2
04.01. 17:45:00;0;0;0;94.2;291;5.7;3.2;92553;20;85310;0;2
04.01. 18:00:00;0;0;0;100;292;5.4;2.8;94983;20;104863;240278;2.2
04.01. 18:15:00;0;0;0;100;292;5.4;2.8;94983;20;104835;33105;2.2
04.01. 18:30:00;0;0;0;100;292;5.4;2.8;94983;20;104817;0;2.2
04.01. 18:45:00;0;0;0;100;292;5.4;2.8;94983;20;104837;0;2.2
04.01. 19:00:00;0;0;0;100;290;5.1;2.4;97358;20;116072;240289;2.4
04.01. 19:15:00;0;0;0;100;290;5.1;2.4;97358;20;117011;33106;2.4
04.01. 19:30:00;0;0;0;100;290;5.1;2.4;97358;20;116564;0;2.4
04.01. 19:45:00;0;0;0;100;290;5.1;2.4;97358;20;115974;0;2.4
04.01. 20:00:00;0;0;0;100;288;4.7;1.9;99732;20;105930;2403;1.7
04.01. 20:15:00;0;0;0;100;288;4.7;1.9;99732;20;105990;33108;1.7
04.01. 20:30:00;0;0;0;100;288;4.7;1.9;99732;20;106297;0;1.7
04.01. 20:45:00;0;0;0;100;288;4.7;1.9;99732;20;106019;0;1.7
04.01. 21:00:00;0;0;0;100;286;4.4;1.5;102162;20;91494;240311;2.3
04.01. 21:15:00;0;0;0;100;286;4.4;1.5;102162;20;91563;33109;2.3
04.01. 21:30:00;0;0;0;100;286;4.4;1.5;102162;20;92061;0;2.3
04.01. 21:45:00;0;0;0;100;286;4.4;1.5;102162;20;91386;0;2.3
04.01. 22:00:00;0;0;0;100;284;4.1;1.1;104537;20;78589;240321;2.2
04.01. 22:15:00;0;0;0;100;284;4.1;1.1;104537;20;78550;33111;2.2
04.01. 22:30:00;0;0;0;100;284;4.1;1.1;104537;20;78687;0;2.2
04.01. 22:45:00;0;0;0;100;284;4.1;1.1;104537;20;79297;0;2.2
04.01. 23:00:00;0;0;0;100;282;3.8;0.6;106911;20;62463;0;2.2
04.01. 23:15:00;0;0;0;100;282;3.8;0.6;106911;20;62586;0;2.2
04.01. 23:30:00;0;0;0;100;282;3.8;0.6;106911;20;62561;0;2.2
04.01. 23:45:00;0;0;0;100;282;3.8;0.6;106911;20;62670;0;2.2
05.01. 00:00:00;0;0;0;99.4;282;3.5;0.6;106911;20;47943;0;3.5
05.01. 00:15:00;0;0;0;99.3;282;3.5;0.6;106911;20;47948;0;3.5
05.01. 00:30:00;0;0;0;99.3;282;3.5;0.6;106911;20;47744;0;3.5
05.01. 00:45:00;0;0;0;99.3;282;3.5;0.6;106911;20;47849;0;3.5
05.01. 01:00:00;0;0;0;98.3;282;3.2;0.7;106745;20;39798;0;4.2
05.01. 01:15:00;0;0;0;98.3;282;3.2;0.7;106745;20;39817;0;4.2
05.01. 01:30:00;0;0;0;98.3;282;3.2;0.7;106745;20;39826;0;4.2
05.01. 01:45:00;0;0;0;98.3;282;3.2;0.7;106745;20;39729;0;4.2
05.01. 02:00:00;0;0;0;97.5;282;3;0.7;106580;20;37975;0;3.5
05.01. 02:15:00;0;0;0;97.5;282;3;0.7;106580;20;37549;0;3.5
05.01. 02:30:00;0;0;0;97.5;282;3;0.7;106580;20;37762;0;3.5
05.01. 02:45:00;0;0;0;97.5;282;3;0.7;106580;20;37655;0;3.5
05.01. 03:00:00;0;0;0;97;281;2.8;0.6;106911;20;37140;240376;2.9
05.01. 03:15:00;0;0;0;97;281;2.8;0.6;106911;20;37118;33118;2.9
05.01. 03:30:00;0;0;0;97;281;2.8;0.6;106911;20;37227;0;2.9
05.01. 03:45:00;0;0;0;97;281;2.8;0.6;106911;20;37237;0;2.9
05.01. 04:00:00;0;0;0;98.2;283;2.7;0.8;106248;20;37623;240387;4.5
05.01. 04:15:00;0;0;0;98.2;283;2.7;0.8;106248;20;37705;3312;4.5
05.01. 04:30:00;0;0;0;98.2;283;2.7;0.8;106248;20;37435;0;4.5
05.01. 04:45:00;0;0;0;98.2;283;2.7;0.8;106248;20;37303;0;4.5
05.01. 05:00:00;0;0;0;98.2;284;2.6;0.8;106028;20;42002;240398;3.8
05.01. 05:15:00;0;0;0;98.2;284;2.6;0.8;106028;20;42915;33121;3.8
05.01. 05:30:00;0;0;0;98.2;284;2.6;0.8;106028;20;41623;0;3.8
05.01. 05:45:00;0;0;0;98.2;284;2.6;0.8;106028;20;41562;0;3.8
05.01. 06:00:00;0;0;0;97;283;2.5;0.8;105862;20;64625;240409;4.5
05.01. 06:15:00;0;0;0;97;283;2.5;0.8;105862;20;64669;33123;4.5
05.01. 06:30:00;0;0;0;97;283;2.5;0.8;105862;20;64741;0;4.5
05.01. 06:45:00;0;0;0;97;283;2.5;0.8;105862;20;64750;0;4.5
05.01. 07:00:00;0;0;0;95.8;283;2.4;0.9;105696;20;85432;24042;3.3
05.01. 07:15:00;0;0;0;95.8;283;2.4;0.9;105696;20;85346;33124;3.3
05.01. 07:30:00;0;0;0;95.8;283;2.4;0.9;105696;20;85776;0;3.3
05.01. 07:45:00;0;0;0;95.8;283;2.4;0.9;105696;20;86458;0;3.3
05.01. 08:00:00;0;1.2;1.2;96.2;284;2.3;1;105144;20;87611;24043;2.9
05.01. 08:15:00;0;1.2;1.2;96.2;284;2.3;1;105144;20;87728;33126;2.9
05.01. 08:30:00;0;1.2;1.2;96.2;284;2.3;1;105144;20;87893;0;2.9
05.01. 08:45:00;0;1.2;1.2;96.2;284;2.3;1;105144;20;87759;0;2.9
05.01. 09:00:00;0;37.8;37.8;88.7;285;2.3;2;99622;20;82332;240441;2.4
05.01. 09:15:00;0;37.8;37.8;88.7;285;2.3;2;99622;20;82060;33127;2.4
05.01. 09:30:00;0;37.8;37.8;88.7;285;2.3;2;99622;20;82160;0;2.4
05.01. 09:45:00;0;37.8;37.8;88.7;285;2.3;2;99622;20;82115;0;2.4
05.01. 10:00:00;0;67.8;67.8;86.2;288;2.2;2.8;94762;20;78412;240452;2
05.01. 10:15:00;0;67.8;67.8;86.2;288;2.2;2.8;94762;20;78360;33129;2
05.01. 10:30:00;0;67.8;67.8;86.2;288;2.2;2.8;94762;20;78406;0;2
05.01. 10:45:00;0;67.8;67.8;86.2;288;2.2;2.8;94762;20;78524;0;2
05.01. 11:00:00;0;97.2;97.2;80.3;287;2.2;3.7;90068;20;79564;240463;1.9
05.01. 11:15:00;0;97.4;97.4;80.3;287;2.2;3.7;90068;20;79483;3313;1.9
05.01. 11:30:00;0;97.4;97.4;80.3;287;2.2;3.7;90068;20;79463;0;1.9
05.01. 11:45:00;0;97.4;97.4;80.3;287;2.2;3.7;90068;20;79476;0;1.9
05.01. 12:00:00;2.1;113;113;75.1;286;2.2;4.4;86258;20;86121;240474;1.9
05.01. 12:15:00;2.1;113;114;75.1;286;2.2;4.4;86258;20;86054;33132;1.9
05.01. 12:30:00;2.1;113;114;75.1;286;2.2;4.4;86258;20;86450;0;1.9
05.01. 12:45:00;2.1;113;114;75.1;286;2.2;4.4;86258;20;86397;0;1.9
05.01. 13:00:00;0.1;103;103;76.2;289;2.1;4.8;84159;20;85485;240485;2.5
05.01. 13:15:00;0.1;103;103;76.2;289;2.1;4.8;84159;20;85457;33133;2.5
05.01. 13:30:00;0.1;103;103;76.2;289;2.1;4.8;84159;20;85422;0;2.5
05.01. 13:45:00;0.1;103;103;76.2;289;2.1;4.8;84159;20;85399;0;2.5
05.01. 14:00:00;10.2;89.1;91.4;74.1;287;2.1;5;83055;20;77933;240496;2.4
05.01. 14:15:00;10.2;89;91.3;74.1;287;2.1;5;83055;20;77924;33135;2.4
05.01. 14:30:00;10.2;89;91.3;74.1;287;2.1;5;83055;20;77897;0;2.4
05.01. 14:45:00;10.2;89;91.3;74.1;287;2.1;5;83055;20;77884;0;2.4
05.01. 15:00:00;0;40.9;40.9;76.3;291;2.1;4.6;84932;20;72263;240506;2.4
05.01. 15:15:00;0;40.6;40.6;76.3;291;2.1;4.6;84932;20;72442;33404;2.4
05.01. 15:30:00;0;40.6;40.6;76.3;291;2.1;4.6;84932;20;73301;0;2.4
05.01. 15:45:00;0;40.6;40.6;76.3;291;2.1;4.6;84932;20;73706;0;2.4
05.01. 16:00:00;0;2.2;2.2;75.7;287;2.1;4;88467;20;72946;240517;3.3
05.01. 16:15:00;0;2;2;75.7;287;2.1;4;88467;20;72830;33138;3.3
05.01. 16:30:00;0;2;2;75.7;287;2.1;4;88467;20;72638;0;3.3
05.01. 16:45:00;0;2;2;75.7;287;2.1;4;88467;20;72484;0;3.3
05.01. 17:00:00;0;0.01;0.01;73.5;285;2.2;3.8;89406;20;84954;240528;4
05.01. 17:15:00;0;0;0;73.4;285;2.2;3.8;89406;20;84975;33139;4
05.01. 17:30:00;0;0;0;73.4;285;2.2;3.8;89406;20;84954;0;4
05.01. 17:45:00;0;0;0;73.4;285;2.2;3.8;89406;20;84959;0;4
05.01. 18:00:00;0;0;0;73;284;2.2;3.6;90344;20;105070;240539;4
05.01. 18:15:00;0;0;0;73;284;2.2;3.6;90344;20;105953;33141;4
05.01. 18:30:00;0;0;0;73;284;2.2;3.6;90344;20;106656;0;4
05.01. 18:45:00;0;0;0;73;284;2.2;3.6;90344;20;105684;0;4
05.01. 19:00:00;0;0;0;73.7;284;2.2;3.5;91283;20;116460;24055;2.5
05.01. 19:15:00;0;0;0;73.7;284;2.2;3.5;91283;20;116329;33142;2.5
05.01. 19:30:00;0;0;0;73.7;284;2.2;3.5;91283;20;116117;0;2.5
05.01. 19:45:00;0;0;0;73.7;284;2.2;3.5;91283;20;115993;0;2.5
05.01. 20:00:00;0;0;0;76.5;286;2.3;3.3;92222;20;106006;240561;3.8
05.01. 20:15:00;0;0;0;76.5;286;2.3;3.3;92222;20;106046;33144;3.8
05.01. 20:30:00;0;0;0;76.5;286;2.3;3.3;92222;20;106032;0;3.8
05.01. 20:45:00;0;0;0;76.5;286;2.3;3.3;92222;20;106442;0;3.8
05.01. 21:00:00;0;0;0;76.2;285;2.3;3.1;93216;20;92864;240571;4
05.01. 21:15:00;0;0;0;76.2;285;2.3;3.1;93216;20;93156;33145;4
05.01. 21:30:00;0;0;0;76.2;285;2.3;3.1;93216;20;92146;0;4
05.01. 21:45:00;0;0;0;76.2;285;2.3;3.1;93216;20;91834;0;4
05.01. 22:00:00;0;0;0;75.2;284;2.4;3;94155;20;78663;240582;3.5
05.01. 22:15:00;0;0;0;75.2;284;2.4;3;94155;20;78621;33147;3.5
05.01. 22:30:00;0;0;0;75.2;284;2.4;3;94155;20;78585;0;3.5
05.01. 22:45:00;0;0;0;75.2;284;2.4;3;94155;20;78587;0;3.5
05.01. 23:00:00;0;0;0;76.3;284;2.5;2.8;95093;20;62503;0;3.8
05.01. 23:15:00;0;0;0;76.3;284;2.5;2.8;95093;20;63145;0;3.8
05.01. 23:30:00;0;0;0;76.3;284;2.5;2.8;95093;20;62873;0;3.8
05.01. 23:45:00;0;0;0;76.3;284;2.5;2.8;95093;20;62472;0;3.8
06.01. 00:00:00;0;0;0;86.9;288;2.5;2.1;98904;20;47483;0;5.4
06.01. 00:15:00;0;0;0;87.1;288;2.5;2.1;98904;20;47572;0;5.4
06.01. 00:30:00;0;0;0;87.1;288;2.5;2.1;98904;20;47503;0;5.4
06.01. 00:45:00;0;0;0;87.1;288;2.5;2.1;98904;20;47467;0;5.4
06.01. 01:00:00;0;0;0;83.4;286;2.6;2.1;98683;20;39296;0;5.6
06.01. 01:15:00;0;0;0;83.4;286;2.6;2.1;98683;20;39552;0;5.6
06.01. 01:30:00;0;0;0;83.4;286;2.6;2.1;98683;20;39502;0;5.6
06.01. 01:45:00;0;0;0;83.4;286;2.6;2.1;98683;20;39423;0;5.6
06.01. 02:00:00;0;0;0;87;288;2.7;1.8;100340;20;37585;0;5.4
06.01. 02:15:00;0;0;0;87.1;288;2.7;1.8;100340;20;37592;0;5.4
06.01. 02:30:00;0;0;0;87.1;288;2.7;1.8;100340;20;37464;0;5.4
06.01. 02:45:00;0;0;0;87.1;288;2.7;1.8;100340;20;37627;0;5.4
06.01. 03:00:00;0;0;0;83.4;284;2.7;1.6;101831;20;37432;240636;5.2
06.01. 03:15:00;0;0;0;83.4;284;2.7;1.6;101831;20;38263;33154;5.2
06.01. 03:30:00;0;0;0;83.4;284;2.7;1.6;101831;20;37165;0;5.2
06.01. 03:45:00;0;0;0;83.4;284;2.7;1.6;101831;20;37107;0;5.2
06.01. 04:00:00;0;0;0;83.4;283;2.8;1.3;103156;20;37480;240647;5.2
06.01. 04:15:00;0;0;0;83.4;283;2.8;1.3;103156;20;37838;33156;5.2
06.01. 04:30:00;0;0;0;83.4;283;2.8;1.3;103156;20;37529;0;5.2
06.01. 04:45:00;0;0;0;83.4;283;2.8;1.3;103156;20;37461;0;5.2
06.01. 05:00:00;0;0;0;87.1;286;2.8;1.3;103322;20;41684;240657;5
06.01. 05:15:00;0;0;0;87.1;286;2.8;1.3;103322;20;41592;33157;5
06.01. 05:30:00;0;0;0;87.1;286;2.8;1.3;103322;20;41653;0;5
06.01. 05:45:00;0;0;0;87.1;286;2.8;1.3;103322;20;41560;0;5
06.01. 06:00:00;0;0;0;87.1;286;2.8;1.2;104040;20;64656;240668;5.2
06.01. 06:15:00;0;0;0;87.1;286;2.8;1.2;104040;20;64672;33159;5.2
06.01. 06:30:00;0;0;0;87.1;286;2.8;1.2;104040;20;64542;0;5.2
06.01. 06:45:00;0;0;0;87.1;286;2.8;1.2;104040;20;64737;0;5.2
06.01. 07:00:00;0;0;0;87.1;285;2.8;1;104757;20;85578;240679;5
06.01. 07:15:00;0;0;0;87.1;285;2.8;1;104757;20;85601;3316;5
06.01. 07:30:00;0;0;0;87.1;285;2.8;1;104757;20;85660;0;5
06.01. 07:45:00;0;0;0;87.1;285;2.8;1;104757;20;85568;0;5
06.01. 08:00:00;0;1.3;1.3;87.1;286;2.8;1;104757;20;87816;24069;4.7
06.01. 08:15:00;0;1.3;1.3;87.1;286;2.8;1;104757;20;87976;33162;4.7
06.01. 08:30:00;0;1.3;1.3;87.1;286;2.8;1;104757;20;87685;0;4.7
06.01. 08:45:00;0;1.3;1.3;87.1;286;2.8;1;104757;20;87801;0;4.7
06.01. 09:00:00;0;14.1;14.1;87.1;287;2.8;1.1;104150;20;82369;2407;3.3
06.01. 09:15:00;0;14.1;14.1;87.1;287;2.8;1.1;104150;20;82416;33163;3.3
06.01. 09:30:00;0;14.1;14.1;87.1;287;2.8;1.1;104150;20;82690;0;3.3
06.01. 09:45:00;0;14.1;14.1;87.1;287;2.8;1.1;104150;20;82784;0;3.3
06.01. 10:00:00;0;26.6;26.6;83.5;285;2.8;1.2;103543;20;78553;240711;3.8
06.01. 10:15:00;0;26.7;26.7;83.4;285;2.8;1.3;103543;20;78606;33165;3.8
06.01. 10:30:00;0;26.7;26.7;83.4;285;2.8;1.3;103543;20;78895;0;3.8
06.01. 10:45:00;0;26.7;26.7;83.4;285;2.8;1.3;103543;20;78540;0;3.8
06.01. 11:00:00;0;33.7;33.7;83.4;285;2.7;1.3;103156;20;79648;240722;4.2
06.01. 11:15:00;0;33.7;33.7;83.4;285;2.7;1.3;103156;20;79723;33166;4.2
06.01. 11:30:00;0;33.7;33.7;83.4;285;2.7;1.3;103156;20;79469;0;4.2
06.01. 11:45:00;0;33.7;33.7;83.4;285;2.7;1.3;103156;20;79564;0;4.2
06.01. 12:00:00;0;38.9;38.9;83.4;285;2.6;1.4;102825;20;86284;240733;5.4
06.01. 12:15:00;0;38.9;38.9;83.4;285;2.6;1.4;102825;20;87215;33168;5.4
06.01. 12:30:00;0;38.9;38.9;83.4;285;2.6;1.4;102825;20;87465;0;5.4
06.01. 12:45:00;0;38.9;38.9;83.4;285;2.6;1.4;102825;20;86273;0;5.4
06.01. 13:00:00;0;40.7;40.7;85.5;286;2.5;1.4;102659;20;85571;240743;5.9
06.01. 13:15:00;0;40.7;40.7;85.5;286;2.5;1.4;102659;20;85608;33169;5.9
06.01. 13:30:00;0;40.7;40.7;85.5;286;2.5;1.4;102659;20;85824;0;5.9
06.01. 13:45:00;0;40.7;40.7;85.5;286;2.5;1.4;102659;20;85788;0;5.9
06.01. 14:00:00;0;30.4;30.4;83.5;285;2.4;1.4;102714;20;78077;240754;6.1
06.01. 14:15:00;0;30.3;30.3;83.5;285;2.4;1.4;102714;20;78529;33171;6.1
06.01. 14:30:00;0;30.3;30.3;83.5;285;2.4;1.4;102714;20;78185;0;6.1
06.01. 14:45:00;0;30.3;30.3;83.5;285;2.4;1.4;102714;20;78060;0;6.1
06.01. 15:00:00;0;15.7;15.7;77.6;281;2.2;1.3;103156;20;72483;240765;5.6
06.01. 15:15:00;0;15.7;15.7;77.6;281;2.2;1.3;103156;20;73064;33172;5.6
06.01. 15:30:00;0;15.7;15.7;77.6;281;2.2;1.3;103156;20;72555;0;5.6
06.01. 15:45:00;0;15.7;15.7;77.6;281;2.2;1.3;103156;20;72453;0;5.6
06.01. 16:00:00;0;1.7;1.7;77.3;280;2.1;1.2;103874;20;72667;240775;3.8
06.01. 16:15:00;0;1.6;1.6;77.3;280;2.1;1.2;103874;20;72663;33173;3.8
06.01. 16:30:00;0;1.6;1.6;77.3;280;2.1;1.2;103874;20;73250;0;3.8
06.01. 16:45:00;0;1.6;1.6;77.3;280;2.1;1.2;103874;20;72687;0;3.8
06.01. 17:00:00;0;0.01;0.01;74.4;276;2;1;105034;20;85174;240786;2.3
06.01. 17:15:00;0;0;0;74.4;276;2;1;105034;20;85276;33175;2.3
06.01. 17:30:00;0;0;0;74.4;276;2;1;105034;20;85536;0;2.3
06.01. 17:45:00;0;0;0;74.4;276;2;1;105034;20;85621;0;2.3
06.01. 18:00:00;0;0;0;83.4;279;1.8;0.7;106414;20;105117;240797;2.3
06.01. 18:15:00;0;0;0;83.5;279;1.8;0.7;106414;20;105570;33176;2.3
06.01. 18:30:00;0;0;0;83.5;279;1.8;0.7;106414;20;105414;0;2.3
06.01. 18:45:00;0;0;0;83.5;279;1.8;0.7;106414;20;105222;0;2.3
06.01. 19:00:00;0;0;0;87.1;280;1.7;0.6;107353;20;116541;240807;1.5
06.01. 19:15:00;0;0;0;87.1;280;1.7;0.6;107353;20;117289;33178;1.5
06.01. 19:30:00;0;0;0;87.1;280;1.7;0.6;107353;20;116409;0;1.5
06.01. 19:45:00;0;0;0;87.1;280;1.7;0.6;107353;20;116346;0;1.5
06.01. 20:00:00;0;0;0;83.5;275;1.6;0.3;108844;20;106384;240818;1.7
06.01. 20:15:00;0;0;0;83.5;275;1.6;0.3;108844;20;106560;33179;1.7
06.01. 20:30:00;0;0;0;83.5;275;1.6;0.3;108844;20;106887;0;1.7
06.01. 20:45:00;0;0;0;83.5;275;1.6;0.3;108844;20;106239;0;1.7
06.01. 21:00:00;0;0;0;87.2;276;1.5;0.1;109672;20;91869;240829;1.2
06.01. 21:15:00;0;0;0;87.2;276;1.5;0.1;109672;20;91802;33181;1.2
06.01. 21:30:00;0;0;0;87.2;276;1.5;0.1;109672;20;92028;0;1.2
06.01. 21:45:00;0;0;0;87.2;276;1.5;0.1;109672;20;92054;0;1.2
06.01. 22:00:00;0;0;0;87.2;274;1.3;-0.1;110887;20;79000;240839;1.2
06.01. 22:15:00;0;0;0;87.2;274;1.3;-0.1;110887;20;79517;33182;1.2
06.01. 22:30:00;0;0;0;87.2;274;1.3;-0.1;110887;20;80507;0;1.2
06.01. 22:45:00;0;0;0;87.2;274;1.3;-0.1;110887;20;81355;0;1.2
06.01. 23:00:00;0;0;0;87.2;272;1.2;-0.3;112047;20;64625;0;0.9
06.01. 23:15:00;0;0;0;87.2;272;1.2;-0.3;112047;20;63267;0;0.9
06.01. 23:30:00;0;0;0;87.2;272;1.2;-0.3;112047;20;62818;0;0.9
06.01. 23:45:00;0;0;0;87.2;272;1.2;-0.3;112047;20;62809;0;0.9
07.01. 00:00:00;0;0;0;87.2;270;1.1;-0.5;113041;20;47975;0;0.9
07.01. 00:15:00;0;0;0;87.2;270;1.1;-0.5;113041;20;48103;0;0.9
07.01. 00:30:00;0;0;0;87.2;270;1.1;-0.5;113041;20;48074;0;0.9
07.01. 00:45:00;0;0;0;87.2;270;1.1;-0.5;113041;20;47980;0;0.9
07.01. 01:00:00;0;0;0;87.2;269;1;-0.6;113869;20;40498;0;0.6
07.01. 01:15:00;0;0;0;87.2;269;1;-0.6;113869;20;40298;0;0.6
07.01. 01:30:00;0;0;0;87.2;269;1;-0.6;113869;20;39812;0;0.6
07.01. 01:45:00;0;0;0;87.2;269;1;-0.6;113869;20;40005;0;0.6
07.01. 02:00:00;0;0;0;87.6;267;0.9;-0.8;114753;20;38308;0;0.7
07.01. 02:15:00;0;0;0;87.6;267;0.9;-0.8;114753;20;38096;0;0.7
07.01. 02:30:00;0;0;0;87.6;267;0.9;-0.8;114753;20;38094;0;0.7
07.01. 02:45:00;0;0;0;87.6;267;0.9;-0.8;114753;20;38091;0;0.7
07.01. 03:00:00;0;0;0;87.2;266;0.8;-0.8;115084;20;38039;240892;0.9
07.01. 03:15:00;0;0;0;87.2;266;0.8;-0.8;115084;20;38971;3319;0.9
07.01. 03:30:00;0;0;0;87.2;266;0.8;-0.8;115084;20;38256;0;0.9
07.01. 03:45:00;0;0;0;87.2;266;0.8;-0.8;115084;20;37414;0;0.9
07.01. 04:00:00;0;0;0;87.2;265;0.7;-0.9;115471;20;37809;240903;1
07.01. 04:15:00;0;0;0;87.2;265;0.7;-0.9;115471;20;37933;33191;1
