Datum;Wetterdaten: Normale Direktstrahlung  [W/m²] (Bn);Wetterdaten: Diffusstrahlung, Jahressumme [W/m²] (Dh);Wetterdaten: Globalstrahlung, Jahressumme [W/m²] (Gh);Wetterdaten: Luftfeuchtigkeit [%] (Hrel);Wetterdaten: Wärmestrahlung [W/m²] (Lh);Wetterdaten: Aussentemperatur 24-h-Mittel [°C] (Tamb24);Wetterdaten: Mittlere Aussentemperatur [°C] (Tamb);Gebäude Space heating: demand 443 Mhw: Heizwärmebedarf [W] (Qdem);Gebäude Space heating: demand 443 Mhw: Soll-Raumtemperatur [°C];Elektrische Verbraucher Elec. Demand: 425 MWh: Elektrischer Verbrauch [W] (Ecs);Warmwasserbedarf 343 MWh: Domestic hot water: Energiebedarf [W] (Qdem);Wetterdaten: Windgeschwindigkeit [m/s] (Vwnd)
28.10. 08:30:00;0;56.8;56.8;93.3;296;6.1;3.5;91062;20;76289;0;1
28.10. 08:45:00;0;56.8;56.8;93.3;296;6.1;3.5;91062;20;76196;0;1
28.10. 09:00:00;7.6;119;122;93.9;297;6.1;4.4;86037;20;75671;219131;1
28.10. 09:15:00;7.6;119;122;93.9;297;6.1;4.4;86037;20;75575;30191;1
28.10. 09:30:00;7.6;119;122;93.9;297;6.1;4.4;86037;20;75676;0;1
28.10. 09:45:00;7.6;119;122;93.9;297;6.1;4.4;86037;20;76256;0;1
28.10. 10:00:00;0;127;127;91.4;301;6;4.8;83718;20;74208;219143;1
28.10. 10:15:00;0;127;127;91.4;301;6;4.8;83718;20;74076;30193;1
28.10. 10:30:00;0;127;127;91.4;301;6;4.8;83718;20;73982;0;1
28.10. 10:45:00;0;127;127;91.4;301;6;4.8;83718;20;73937;0;1
28.10. 11:00:00;0;119;119;90.2;304;5.8;5.1;82227;20;74532;219155;1.4
28.10. 11:15:00;0;119;119;90.2;304;5.8;5.1;82227;20;74522;30195;1.4
28.10. 11:30:00;0;119;119;90.2;304;5.8;5.1;82227;20;74485;0;1.4
28.10. 11:45:00;0;119;119;90.2;304;5.8;5.1;82227;20;74467;0;1.4
28.10. 12:00:00;2.2;157;158;88.9;302;5.6;5.4;80349;20;81653;219167;1.2
28.10. 12:15:00;2.2;157;158;88.9;302;5.6;5.4;80349;20;81647;3044;1.2
28.10. 12:30:00;2.2;157;158;88.9;302;5.6;5.4;80349;20;81603;0;1.2
28.10. 12:45:00;2.2;157;158;88.9;302;5.6;5.4;80349;20;81585;0;1.2
28.10. 13:00:00;6.7;157;160;87.1;300;5.4;5.7;79024;20;79923;219179;1.4
28.10. 13:15:00;6.7;157;160;87;300;5.4;5.7;79024;20;79922;30198;1.4
28.10. 13:30:00;6.7;157;160;87;300;5.4;5.7;79024;20;79885;0;1.4
28.10. 13:45:00;6.7;157;160;87;300;5.4;5.7;79024;20;79870;0;1.4
28.10. 14:00:00;0;120;120;90.1;304;5.2;5.7;79079;20;71678;21919;1.5
28.10. 14:15:00;0;119;119;90.2;304;5.2;5.7;79079;20;71676;302;1.5
28.10. 14:30:00;0;119;119;90.2;304;5.2;5.7;79079;20;71667;0;1.5
28.10. 14:45:00;0;119;119;90.2;304;5.2;5.7;79079;20;71658;0;1.5
28.10. 15:00:00;0;73.3;73.3;87.7;302;5.1;5.5;80349;20;64855;219202;1.7
28.10. 15:15:00;0;73;73;87.7;302;5.1;5.4;80349;20;65086;30201;1.7
28.10. 15:30:00;0;73;73;87.7;302;5.1;5.4;80349;20;65955;0;1.7
28.10. 15:45:00;0;73;73;87.7;302;5.1;5.4;80349;20;67240;0;1.7
28.10. 16:00:00;0;12.2;12.2;87.4;307;4.9;4.9;83276;20;65222;219214;1
28.10. 16:15:00;0;11.9;11.9;87.4;307;4.9;4.9;83276;20;66245;30203;1
28.10. 16:30:00;0;11.9;11.9;87.4;307;4.9;4.9;83276;20;68183;0;1
28.10. 16:45:00;0;11.9;11.9;87.4;307;4.9;4.9;83276;20;70099;0;1
28.10. 17:00:00;0;0.2;0.2;83.7;300;4.8;4.4;86092;20;75667;219226;0.3
28.10. 17:15:00;0;0.1;0.1;83.7;300;4.8;4.4;86092;20;76223;30204;0.3
28.10. 17:30:00;0;0.1;0.1;83.7;300;4.8;4.4;86092;20;77155;0;0.3
28.10. 17:45:00;0;0.1;0.1;83.7;300;4.8;4.4;86092;20;76920;0;0.3
28.10. 18:00:00;0;0.001;0.001;83.5;297;4.6;4.2;87473;20;89032;219238;0.8
28.10. 18:15:00;0;0;0;83.5;297;4.6;4.2;87473;20;88921;30206;0.8
28.10. 18:30:00;0;0;0;83.5;297;4.6;4.2;87473;20;88489;0;0.8
28.10. 18:45:00;0;0;0;83.5;297;4.6;4.2;87473;20;88131;0;0.8
28.10. 19:00:00;0;0;0;84.4;295;4.5;3.9;88853;20;99735;219249;1.4
28.10. 19:15:00;0;0;0;84.4;295;4.5;3.9;88853;20;99728;30208;1.4
28.10. 19:30:00;0;0;0;84.4;295;4.5;3.9;88853;20;98325;0;1.4
28.10. 19:45:00;0;0;0;84.4;295;4.5;3.9;88853;20;91169;0;1.4
28.10. 20:00:00;0;0;0;85.5;293;4.4;3.7;90234;20;89518;219261;0.6
28.10. 20:15:00;0;0;0;85.5;293;4.4;3.7;90234;20;89879;30209;0.6
28.10. 20:30:00;0;0;0;85.5;293;4.4;3.7;90234;20;89608;0;0.6
28.10. 20:45:00;0;0;0;85.5;293;4.4;3.7;90234;20;89564;0;0.6
28.10. 21:00:00;0;0;0;85.9;290;4.3;3.4;91614;20;84325;219273;0.7
28.10. 21:15:00;0;0;0;86;290;4.3;3.4;91614;20;84337;30211;0.7
28.10. 21:30:00;0;0;0;86;290;4.3;3.4;91614;20;84283;0;0.7
28.10. 21:45:00;0;0;0;86;290;4.3;3.4;91614;20;84240;0;0.7
28.10. 22:00:00;0;0;0;85.2;287;4.2;3.2;92995;20;75445;219285;1.2
28.10. 22:15:00;0;0;0;85.2;287;4.2;3.2;92995;20;75524;30456;1.2
28.10. 22:30:00;0;0;0;85.2;287;4.2;3.2;92995;20;75567;0;1.2
28.10. 22:45:00;0;0;0;85.2;287;4.2;3.2;92995;20;75494;0;1.2
28.10. 23:00:00;0;0;0;85.2;284;4.1;2.9;94376;20;60086;0;1.1
28.10. 23:15:00;0;0;0;85.2;284;4.1;2.9;94376;20;59991;0;1.1
28.10. 23:30:00;0;0;0;85.2;284;4.1;2.9;94376;20;59980;0;1.1
28.10. 23:45:00;0;0;0;85.2;284;4.1;2.9;94376;20;60086;0;1.1
29.10. 00:00:00;0;0;0;86.1;283;4;2.8;94817;20;45585;0;1
29.10. 00:15:00;0;0;0;86.2;283;4;2.8;94817;20;45523;0;1
29.10. 00:30:00;0;0;0;86.2;283;4;2.8;94817;20;45449;0;1
29.10. 00:45:00;0;0;0;86.2;283;4;2.8;94817;20;45459;0;1
29.10. 01:00:00;0;0;0;87.5;282;4;2.8;95204;20;37899;0;0.5
29.10. 01:15:00;0;0;0;87.6;282;4;2.8;95204;20;37893;0;0.5
29.10. 01:30:00;0;0;0;87.6;282;4;2.8;95204;20;37827;0;0.5
29.10. 01:45:00;0;0;0;87.6;282;4;2.8;95204;20;37756;0;0.5
29.10. 02:00:00;0;0;0;90.8;282;3.9;2.7;95535;20;35729;0;0.6
29.10. 02:15:00;0;0;0;90.8;282;3.9;2.7;95535;20;35714;0;0.6
29.10. 02:30:00;0;0;0;90.8;282;3.9;2.7;95535;20;35594;0;0.6
29.10. 02:45:00;0;0;0;90.8;282;3.9;2.7;95535;20;35730;0;0.6
29.10. 03:00:00;0;0;0;92;281;3.9;2.7;95701;20;35355;219344;0.4
29.10. 03:15:00;0;0;0;92;281;3.9;2.7;95701;20;35286;30221;0.4
29.10. 03:30:00;0;0;0;92;281;3.9;2.7;95701;20;35321;0;0.4
29.10. 03:45:00;0;0;0;92;281;3.9;2.7;95701;20;35230;0;0.4
29.10. 04:00:00;0;0;0;93.7;280;3.9;2.7;95811;20;35529;219356;0.1
29.10. 04:15:00;0;0;0;93.7;280;3.9;2.7;95811;20;35693;30222;0.1
29.10. 04:30:00;0;0;0;93.7;280;3.9;2.7;95811;20;35609;0;0.1
29.10. 04:45:00;0;0;0;93.7;280;3.9;2.7;95811;20;35665;0;0.1
29.10. 05:00:00;0;0;0;95.9;280;3.8;2.6;95867;20;39378;219368;0.7
29.10. 05:15:00;0;0;0;95.9;280;3.8;2.6;95867;20;39314;30224;0.7
29.10. 05:30:00;0;0;0;95.9;280;3.8;2.6;95867;20;39346;0;0.7
29.10. 05:45:00;0;0;0;95.9;280;3.8;2.6;95867;20;39421;0;0.7
29.10. 06:00:00;0;0;0;95.6;278;3.8;2.6;95867;20;57164;21938;1
29.10. 06:15:00;0;0;0;95.6;278;3.8;2.6;95867;20;57069;30226;1
29.10. 06:30:00;0;0;0;95.6;278;3.8;2.6;95867;20;57162;0;1
29.10. 06:45:00;0;0;0;95.6;278;3.8;2.6;95867;20;57076;0;1
29.10. 07:00:00;0;10.8;10.8;95.4;279;3.8;3.1;93326;20;73148;219392;1.1
29.10. 07:15:00;0;10.9;10.9;95.4;279;3.8;3.1;93326;20;73217;30227;1.1
29.10. 07:30:00;0;10.9;10.9;95.4;279;3.8;3.1;93326;20;73098;0;1.1
29.10. 07:45:00;0;10.9;10.9;95.4;279;3.8;3.1;93326;20;73193;0;1.1
29.10. 08:00:00;521;54.5;138;90.8;289;3.9;5.7;78913;20;76760;219403;0.6
29.10. 08:15:00;521;54.8;139;90.8;289;3.9;5.7;78913;20;76721;30229;0.6
29.10. 08:30:00;521;54.8;139;90.8;289;3.9;5.7;78913;20;76623;0;0.6
29.10. 08:45:00;521;54.8;139;90.8;289;3.9;5.7;78913;20;76557;0;0.6
29.10. 09:00:00;746;56.4;271;75.2;286;4;8.4;64224;20;76504;219415;1
29.10. 09:15:00;746;56.4;272;75.1;286;4;8.4;64224;20;76707;30231;1
29.10. 09:30:00;746;56.4;272;75.1;286;4;8.4;64224;20;76739;0;1
29.10. 09:45:00;746;56.4;272;75.1;286;4;8.4;64224;20;76812;0;1
29.10. 10:00:00;723;80.8;355;69.3;292;4.1;10.5;52296;20;76563;219427;1.2
29.10. 10:15:00;723;81;355;69.3;292;4.1;10.5;52296;20;76874;30232;1.2
29.10. 10:30:00;723;81;355;69.3;292;4.1;10.5;52296;20;77369;0;1.2
29.10. 10:45:00;723;81;355;69.3;292;4.1;10.5;52296;20;78308;0;1.2
29.10. 11:00:00;709;97.9;402;62.5;295;4.4;12.2;42963;20;80700;219439;2.3
29.10. 11:15:00;709;98;403;62.4;295;4.4;12.2;42963;20;81436;30234;2.3
29.10. 11:30:00;709;98;403;62.4;295;4.4;12.2;42963;20;82202;0;2.3
29.10. 11:45:00;709;98;403;62.4;295;4.4;12.2;42963;20;83033;0;2.3
29.10. 12:00:00;588;132;389;58.6;299;4.7;13.3;37220;20;91670;219451;2.1
29.10. 12:15:00;588;132;389;58.6;299;4.7;13.3;37220;20;92449;30235;2.1
29.10. 12:30:00;588;132;389;58.6;299;4.7;13.3;37220;20;93209;0;2.1
29.10. 12:45:00;588;132;389;58.6;299;4.7;13.3;37220;20;93825;0;2.1
29.10. 13:00:00;718;112;399;54.4;295;5;14.1;32747;20;92654;219463;1.2
29.10. 13:15:00;718;112;399;54.4;295;5;14.1;32747;20;83517;30237;1.2
29.10. 13:30:00;718;112;399;54.4;295;5;14.1;32747;20;83296;0;1.2
29.10. 13:45:00;718;112;399;54.4;295;5;14.1;32747;20;86003;0;1.2
29.10. 14:00:00;614;90.4;289;56.6;302;5.3;14.1;32471;20;79912;219475;0.8
29.10. 14:15:00;614;90.3;288;56.6;302;5.3;14.1;32471;20;81228;30239;0.8
29.10. 14:30:00;614;90.3;288;56.6;302;5.3;14.1;32471;20;83406;0;0.8
29.10. 14:45:00;614;90.3;288;56.6;302;5.3;14.1;32471;20;84436;0;0.8
29.10. 15:00:00;610;54.7;181;57.3;301;5.7;13.4;36557;20;78466;219487;0.7
29.10. 15:15:00;610;54.5;181;57.3;301;5.7;13.4;36557;20;78416;3024;0.7
29.10. 15:30:00;610;54.5;181;57.3;301;5.7;13.4;36557;20;77993;0;0.7
29.10. 15:45:00;610;54.5;181;57.3;301;5.7;13.4;36557;20;77499;0;0.7
29.10. 16:00:00;603;32.1;60.7;63.8;306;6;12;44344;20;73998;219499;0.4
29.10. 16:15:00;603;32;60;63.8;306;6;12;44344;20;74176;30242;0.4
29.10. 16:30:00;603;32;60;63.8;306;6;12;44344;20;73643;0;0.4
29.10. 16:45:00;603;32;60;63.8;306;6;12;44344;20;65038;0;0.4
29.10. 17:00:00;0;0.2;0.3;77;309;6.3;10.5;52738;20;50824;219511;1
29.10. 17:15:00;0;0;0;77.1;309;6.3;10.4;52738;20;50824;30244;1
29.10. 17:30:00;0;0;0;77.1;309;6.3;10.4;52738;20;50824;0;1
29.10. 17:45:00;0;0;0;77.1;309;6.3;10.4;52738;20;50824;0;1
29.10. 18:00:00;0;0;0;78.6;311;6.6;10.2;54063;20;63286;219523;1.5
29.10. 18:15:00;0;0;0;78.6;311;6.6;10.2;54063;20;63286;30245;1.5
29.10. 18:30:00;0;0;0;78.6;311;6.6;10.2;54063;20;63286;0;1.5
29.10. 18:45:00;0;0;0;78.6;311;6.6;10.2;54063;20;63286;0;1.5
29.10. 19:00:00;0;0;0;82.2;313;6.8;10;55333;20;75114;219534;1.2
29.10. 19:15:00;0;0;0;82.2;313;6.8;10;55333;20;91942;30247;1.2
29.10. 19:30:00;0;0;0;82.2;313;6.8;10;55333;20;92085;0;1.2
29.10. 19:45:00;0;0;0;82.2;313;6.8;10;55333;20;92228;0;1.2
29.10. 20:00:00;0;0;0;84.3;314;7.1;9.7;56658;20;90710;219546;0.5
29.10. 20:15:00;0;0;0;84.3;314;7.1;9.7;56658;20;90761;30249;0.5
29.10. 20:30:00;0;0;0;84.3;314;7.1;9.7;56658;20;90891;0;0.5
29.10. 20:45:00;0;0;0;84.3;314;7.1;9.7;56658;20;91103;0;0.5
29.10. 21:00:00;0;0;0;82.6;313;7.3;9.5;57929;20;86289;219558;1
29.10. 21:15:00;0;0;0;82.6;313;7.3;9.5;57929;20;86718;3025;1
29.10. 21:30:00;0;0;0;82.6;313;7.3;9.5;57929;20;87132;0;1
29.10. 21:45:00;0;0;0;82.6;313;7.3;9.5;57929;20;87453;0;1
29.10. 22:00:00;0;0;0;85.4;315;7.6;9.3;59254;20;79261;21957;1.7
29.10. 22:15:00;0;0;0;85.4;315;7.6;9.3;59254;20;79640;30252;1.7
29.10. 22:30:00;0;0;0;85.4;315;7.6;9.3;59254;20;80023;0;1.7
29.10. 22:45:00;0;0;0;85.4;315;7.6;9.3;59254;20;80316;0;1.7
29.10. 23:00:00;0;0;0;88.4;317;7.8;9;60579;20;65424;0;1.4
29.10. 23:15:00;0;0;0;88.4;317;7.8;9;60579;20;65560;0;1.4
29.10. 23:30:00;0;0;0;88.4;317;7.8;9;60579;20;65968;0;1.4
29.10. 23:45:00;0;0;0;88.4;317;7.8;9;60579;20;66390;0;1.4
30.10. 00:00:00;0;0;0;89.6;317;8.1;8.7;62346;20;54952;0;1
30.10. 00:15:00;0;0;0;89.6;317;8.1;8.7;62346;20;55132;0;1
30.10. 00:30:00;0;0;0;89.6;317;8.1;8.7;62346;20;55540;0;1
30.10. 00:45:00;0;0;0;89.6;317;8.1;8.7;62346;20;55899;0;1
30.10. 01:00:00;0;0;0;91.9;318;8.3;8.4;64169;20;48776;0;1.7
30.10. 01:15:00;0;0;0;91.9;318;8.3;8.4;64169;20;48904;0;1.7
30.10. 01:30:00;0;0;0;91.9;318;8.3;8.4;64169;20;49274;0;1.7
30.10. 01:45:00;0;0;0;91.9;318;8.3;8.4;64169;20;49621;0;1.7
30.10. 02:00:00;0;0;0;96.1;320;8.6;8;66046;20;45582;0;3.2
30.10. 02:15:00;0;0;0;96.2;320;8.6;8;66046;20;45696;0;3.2
30.10. 02:30:00;0;0;0;96.2;320;8.6;8;66046;20;46149;0;3.2
30.10. 02:45:00;0;0;0;96.2;320;8.6;8;66046;20;46522;0;3.2
30.10. 03:00:00;0;0;0;97.3;321;8.8;7.9;67040;20;38097;21963;3.2
30.10. 03:15:00;0;0;0;97.3;321;8.8;7.9;67040;20;35769;3026;3.2
30.10. 03:30:00;0;0;0;97.3;321;8.8;7.9;67040;20;36743;0;3.2
30.10. 03:45:00;0;0;0;97.3;321;8.8;7.9;67040;20;38650;0;3.2
30.10. 04:00:00;0;0;0;97.5;321;9;7.7;67979;20;39451;219642;4
30.10. 04:15:00;0;0;0;97.5;321;9;7.7;67979;20;39900;30262;4
30.10. 04:30:00;0;0;0;97.5;321;9;7.7;67979;20;41971;0;4
30.10. 04:45:00;0;0;0;97.5;321;9;7.7;67979;20;44253;0;4
30.10. 05:00:00;0;0;0;98.3;322;9.2;7.6;68642;20;45698;219654;3.8
30.10. 05:15:00;0;0;0;98.3;322;9.2;7.6;68642;20;45270;30263;3.8
30.10. 05:30:00;0;0;0;98.3;322;9.2;7.6;68642;20;47428;0;3.8
30.10. 05:45:00;0;0;0;98.3;322;9.2;7.6;68642;20;47358;0;3.8
30.10. 06:00:00;0;0;0;98.2;323;9.4;7.5;69249;20;53223;219666;3.5
30.10. 06:15:00;0;0;0;98.2;323;9.4;7.5;69249;20;53384;30265;3.5
30.10. 06:30:00;0;0;0;98.2;323;9.4;7.5;69249;20;52883;0;3.5
30.10. 06:45:00;0;0;0;98.2;323;9.4;7.5;69249;20;52417;0;3.5
30.10. 07:00:00;0;3.1;3.1;99.8;326;9.6;7.5;68863;20;67558;219678;3.7
30.10. 07:15:00;0;3.1;3.1;99.8;326;9.6;7.5;68863;20;67536;30267;3.7
30.10. 07:30:00;0;3.1;3.1;99.8;326;9.6;7.5;68863;20;67099;0;3.7
30.10. 07:45:00;0;3.1;3.1;99.8;326;9.6;7.5;68863;20;66729;0;3.7
30.10. 08:00:00;0;33.5;33.5;98;328;9.8;8;66267;20;78738;21969;2.9
30.10. 08:15:00;0;33.7;33.7;98;328;9.8;8;66267;20;73604;30268;2.9
30.10. 08:30:00;0;33.7;33.7;98;328;9.8;8;66267;20;73676;0;2.9
30.10. 08:45:00;0;33.7;33.7;98;328;9.8;8;66267;20;73791;0;2.9
30.10. 09:00:00;0;80.8;80.8;97.1;328;9.9;8.6;62733;20;83209;219702;1.9
30.10. 09:15:00;0;81;81;97.1;328;9.9;8.6;62733;20;83356;3027;1.9
30.10. 09:30:00;0;81;81;97.1;328;9.9;8.6;62733;20;83394;0;1.9
30.10. 09:45:00;0;81;81;97.1;328;9.9;8.6;62733;20;83543;0;1.9
30.10. 10:00:00;0;114;114;94.9;329;9.9;9.2;59530;20;89847;219714;1.9
30.10. 10:15:00;0;115;115;94.9;329;9.9;9.2;59530;20;90215;30272;1.9
30.10. 10:30:00;0;115;115;94.9;329;9.9;9.2;59530;20;90437;0;1.9
30.10. 10:45:00;0;115;115;94.9;329;9.9;9.2;59530;20;90879;0;1.9
30.10. 11:00:00;0;118;118;92.5;330;9.8;9.6;57542;20;95486;219726;1.2
30.10. 11:15:00;0;118;118;92.5;330;9.8;9.6;57542;20;95983;30273;1.2
30.10. 11:30:00;0;118;118;92.5;330;9.8;9.6;57542;20;96309;0;1.2
30.10. 11:45:00;0;118;118;92.5;330;9.8;9.6;57542;20;96764;0;1.2
30.10. 12:00:00;0;131;131;90.7;330;9.7;9.9;55830;20;101804;219738;2.1
30.10. 12:15:00;0;131;131;90.7;330;9.7;9.9;55830;20;102323;30275;2.1
30.10. 12:30:00;0;131;131;90.7;330;9.7;9.9;55830;20;102676;0;2.1
30.10. 12:45:00;0;131;131;90.7;330;9.7;9.9;55830;20;103141;0;2.1
30.10. 13:00:00;0;100;100;88.7;331;9.6;10;55388;20;102135;21975;0.8
30.10. 13:15:00;0;100;100;88.7;331;9.6;10;55388;20;102613;30277;0.8
30.10. 13:30:00;0;100;100;88.7;331;9.6;10;55388;20;103087;0;0.8
30.10. 13:45:00;0;100;100;88.7;331;9.6;10;55388;20;103572;0;0.8
30.10. 14:00:00;0;82.1;82.1;87;330;9.4;10;55499;20;97288;219762;0.5
30.10. 14:15:00;0;82;82;87;330;9.4;9.9;55499;20;97780;30278;0.5
30.10. 14:30:00;0;82;82;87;330;9.4;9.9;55499;20;98226;0;0.5
30.10. 14:45:00;0;82;82;87;330;9.4;9.9;55499;20;98552;0;0.5
30.10. 15:00:00;0;50.6;50.6;89.3;331;9.3;9.7;56990;20;93322;219774;0.5
30.10. 15:15:00;0;50.4;50.4;89.3;331;9.3;9.7;56990;20;93400;3028;0.5
30.10. 15:30:00;0;50.4;50.4;89.3;331;9.3;9.7;56990;20;93421;0;0.5
30.10. 15:45:00;0;50.4;50.4;89.3;331;9.3;9.7;56990;20;93400;0;0.5
30.10. 16:00:00;0;19.6;19.6;91.8;327;9.1;8.8;61960;20;92174;219786;1.5
30.10. 16:15:00;0;19.4;19.4;91.8;327;9.1;8.8;61960;20;92059;30282;1.5
30.10. 16:30:00;0;19.4;19.4;91.8;327;9.1;8.8;61960;20;92003;0;1.5
30.10. 16:45:00;0;19.4;19.4;91.8;327;9.1;8.8;61960;20;91937;0;1.5
30.10. 17:00:00;0;0.1;0.1;89.2;326;9;8.9;61352;20;97429;219798;2.3
30.10. 17:15:00;0;0;0;89.2;326;9;8.9;61352;20;86663;30283;2.3
30.10. 17:30:00;0;0;0;89.2;326;9;8.9;61352;20;87310;0;2.3
30.10. 17:45:00;0;0;0;89.2;326;9;8.9;61352;20;89330;0;2.3
30.10. 18:00:00;0;0;0;92.7;325;8.9;8.4;63948;20;101111;21981;3.5
30.10. 18:15:00;0;0;0;92.7;325;8.9;8.4;63948;20;101842;30285;3.5
30.10. 18:30:00;0;0;0;92.7;325;8.9;8.4;63948;20;104000;0;3.5
30.10. 18:45:00;0;0;0;92.7;325;8.9;8.4;63948;20;106446;0;3.5
30.10. 19:00:00;0;0;0;90.7;322;8.8;8.3;64831;20;113679;219822;4.5
30.10. 19:15:00;0;0;0;90.7;322;8.8;8.3;64831;20;113429;30287;4.5
30.10. 19:30:00;0;0;0;90.7;322;8.8;8.3;64831;20;114772;0;4.5
30.10. 19:45:00;0;0;0;90.7;322;8.8;8.3;64831;20;114434;0;4.5
30.10. 20:00:00;0;0;0;94;321;8.8;7.8;67151;20;106568;219834;6.3
30.10. 20:15:00;0;0;0;94;321;8.8;7.8;67151;20;106782;30288;6.3
30.10. 20:30:00;0;0;0;94;321;8.8;7.8;67151;20;106255;0;6.3
30.10. 20:45:00;0;0;0;94;321;8.8;7.8;67151;20;105796;0;6.3
30.10. 21:00:00;0;0;0;95.6;319;8.7;7.5;68807;20;91372;219846;6
30.10. 21:15:00;0;0;0;95.6;319;8.7;7.5;68807;20;91724;3029;6
30.10. 21:30:00;0;0;0;95.6;319;8.7;7.5;68807;20;91171;0;6
30.10. 21:45:00;0;0;0;95.6;319;8.7;7.5;68807;20;90757;0;6
30.10. 22:00:00;0;0;0;97.9;318;8.6;7.2;70630;20;86945;219858;5.5
30.10. 22:15:00;0;0;0;97.9;318;8.6;7.2;70630;20;87165;30292;5.5
30.10. 22:30:00;0;0;0;97.9;318;8.6;7.2;70630;20;86673;0;5.5
30.10. 22:45:00;0;0;0;97.9;318;8.6;7.2;70630;20;81506;0;5.5
30.10. 23:00:00;0;0;0;98.5;316;8.5;6.8;72728;20;67566;0;6
30.10. 23:15:00;0;0;0;98.5;316;8.5;6.8;72728;20;67585;0;6
30.10. 23:30:00;0;0;0;98.5;316;8.5;6.8;72728;20;67617;0;6
30.10. 23:45:00;0;0;0;98.5;316;8.5;6.8;72728;20;67640;0;6
31.10. 00:00:00;0;0;0;99;314;8.4;6.5;74440;20;53645;0;7
31.10. 00:15:00;0;0;0;99;314;8.4;6.5;74440;20;53632;0;7
31.10. 00:30:00;0;0;0;99;314;8.4;6.5;74440;20;53640;0;7
31.10. 00:45:00;0;0;0;99;314;8.4;6.5;74440;20;53658;0;7
31.10. 01:00:00;0;0;0;98.9;311;8.3;6.2;76207;20;43929;0;5.5
31.10. 01:15:00;0;0;0;98.9;311;8.3;6.2;76207;20;43903;0;5.5
31.10. 01:30:00;0;0;0;98.9;311;8.3;6.2;76207;20;43896;0;5.5
31.10. 01:45:00;0;0;0;98.9;311;8.3;6.2;76207;20;43901;0;5.5
31.10. 02:00:00;0;0;0;99;309;8.2;5.9;77974;20;38021;0;4.5
31.10. 02:15:00;0;0;0;99;309;8.2;5.9;77974;20;37997;0;4.5
31.10. 02:30:00;0;0;0;99;309;8.2;5.9;77974;20;37996;0;4.5
31.10. 02:45:00;0;0;0;99;309;8.2;5.9;77974;20;38010;0;4.5
31.10. 03:00:00;0;0;0;99;307;8.1;5.7;78803;20;35998;219919;3.5
31.10. 03:15:00;0;0;0;99;307;8.1;5.7;78803;20;36014;303;3.5
31.10. 03:30:00;0;0;0;99;307;8.1;5.7;78803;20;36002;0;3.5
31.10. 03:45:00;0;0;0;99;307;8.1;5.7;78803;20;35956;0;3.5
31.10. 04:00:00;0;0;0;99;306;8.1;5.6;79686;20;35488;219931;3.3
31.10. 04:15:00;0;0;0;99.1;306;8.1;5.6;79686;20;35508;30302;3.3
31.10. 04:30:00;0;0;0;99.1;306;8.1;5.6;79686;20;35498;0;3.3
31.10. 04:45:00;0;0;0;99.1;306;8.1;5.6;79686;20;35477;0;3.3
31.10. 05:00:00;0;0;0;99.1;305;8;5.5;80294;20;35541;219943;3.3
31.10. 05:15:00;0;0;0;99.1;305;8;5.5;80294;20;35552;30548;3.3
31.10. 05:30:00;0;0;0;99.1;305;8;5.5;80294;20;35540;0;3.3
31.10. 05:45:00;0;0;0;99.1;305;8;5.5;80294;20;35522;0;3.3
31.10. 06:00:00;0;0;0;99.1;303;7.9;5.4;80846;20;36750;219955;3.7
31.10. 06:15:00;0;0;0;99.1;303;7.9;5.4;80846;20;37564;30305;3.7
31.10. 06:30:00;0;0;0;99.1;303;7.9;5.4;80846;20;37481;0;3.7
31.10. 06:45:00;0;0;0;99.1;303;7.9;5.4;80846;20;37062;0;3.7
31.10. 07:00:00;0;3.9;3.9;99.1;303;7.8;5.5;80128;20;45839;219967;3.3
31.10. 07:15:00;0;3.9;3.9;99.1;303;7.8;5.5;80128;20;45852;30307;3.3
31.10. 07:30:00;0;3.9;3.9;99.1;303;7.8;5.5;80128;20;45703;0;3.3
31.10. 07:45:00;0;3.9;3.9;99.1;303;7.8;5.5;80128;20;45615;0;3.3
31.10. 08:00:00;78.9;73.1;85;94.4;307;7.7;6.8;72618;20;66251;219979;3.3
31.10. 08:15:00;78.9;73.5;85.4;94.3;307;7.7;6.8;72618;20;66451;30308;3.3
31.10. 08:30:00;78.9;73.5;85.4;94.3;307;7.7;6.8;72618;20;66326;0;3.3
31.10. 08:45:00;78.9;73.5;85.4;94.3;307;7.7;6.8;72618;20;66271;0;3.3
31.10. 09:00:00;71.5;125;145;88.3;309;7.7;8;66488;20;88028;219991;2.1
31.10. 09:15:00;71.5;125;145;88.3;309;7.7;8;66488;20;88267;3031;2.1
31.10. 09:30:00;71.5;125;145;88.3;309;7.7;8;66488;20;88212;0;2.1
31.10. 09:45:00;71.5;125;145;88.3;309;7.7;8;66488;20;88364;0;2.1
31.10. 10:00:00;0;108;108;87.3;319;7.6;8.2;65163;20;100105;220004;2.3
31.10. 10:15:00;0;108;108;87.3;319;7.6;8.2;65163;20;100280;30312;2.3
31.10. 10:30:00;0;108;108;87.3;319;7.6;8.2;65163;20;100432;0;2.3
31.10. 10:45:00;0;108;108;87.3;319;7.6;8.2;65163;20;100665;0;2.3
31.10. 11:00:00;0;119;119;85.9;319;7.6;8.4;63948;20;110104;220016;2.1
31.10. 11:15:00;0;119;119;85.9;319;7.6;8.4;63948;20;110357;30313;2.1
