Time,AirTemperature,WindSpeed,GlobalRadiation,DirectNormalRad,DiffRadiation
07.10. 13:00,14,4.1,256,166,345
07.10. 14:00,15,5.7,271,310,349
07.10. 15:00,14,6.2,180,279,331
07.10. 16:00,13,3.1,70,164,300
07.10. 17:00,13,4.1,12,0,309
07.10. 18:00,13,3.6,0,0,307
07.10. 19:00,12,3.1,0,0,306
07.10. 20:00,11,3.6,0,0,338
07.10. 21:00,11,5.1,0,0,353
07.10. 22:00,11,6.7,0,0,355
07.10. 23:00,10,4.1,0,0,354
08.10. 00:00,10,7.7,0,0,352
08.10. 01:00,10,7.2,0,0,349
08.10. 02:00,10,7.2,0,0,349
08.10. 03:00,10,7.2,0,0,348
08.10. 04:00,10,6.7,0,0,350
08.10. 05:00,10,6.2,0,0,351
08.10. 06:00,10,5.1,0,0,353
08.10. 07:00,10,4.6,28,9,352
08.10. 08:00,10,5.1,69,10,352
08.10. 09:00,10,5.1,106,21,355
08.10. 10:00,11,5.7,108,19,356
08.10. 11:00,12,4.1,115,24,354
08.10. 12:00,13,5.1,128,42,359
08.10. 13:00,13,4.6,117,51,361
08.10. 14:00,14,4.1,122,94,363
08.10. 15:00,14,4.1,98,124,359
08.10. 16:00,14,3.6,38,57,355
08.10. 17:00,14,2.1,7,0,349
08.10. 18:00,13,2.6,0,0,323
08.10. 19:00,13,2.1,0,0,348
08.10. 20:00,13,2.6,0,0,321
08.10. 21:00,13,2.1,0,0,340
08.10. 22:00,12,2.6,0,0,323
08.10. 23:00,11.8,2.5,0,0,333
09.10. 00:00,11.6,2.4,0,0,342
09.10. 01:00,11.4,2.3,0,0,321
09.10. 02:00,11.2,2.2,0,0,335
09.10. 03:00,11,2.1,0,0,332
09.10. 04:00,11,2.1,0,0,325
09.10. 05:00,11,0.5,0,0,350
09.10. 06:00,11,1.5,15,13,327
09.10. 07:00,11,0,57,47,345
09.10. 08:00,11,2.1,152,154,347
09.10. 09:00,11,1.5,222,186,345
09.10. 10:00,12,1,223,117,323
09.10. 11:00,13,1,244,154,335
09.10. 12:00,14,1,322,336,349
09.10. 13:00,15,1.5,340,470,337
09.10. 14:00,15,1,269,468,324
09.10. 15:00,15,2.1,163,344,308
09.10. 16:00,15,2.6,54,113,313
09.10. 17:00,14,2.6,8,0,313
09.10. 18:00,12,2.1,0,0,309
09.10. 19:00,12,2.6,0,0,308
09.10. 20:00,11,3.1,0,0,336
09.10. 21:00,10,2.1,0,0,321
09.10. 22:00,10,2.6,0,0,320
09.10. 23:00,9.8,2.7,0,0,295
10.10. 00:00,9.6,2.8,0,0,298
10.10. 01:00,9.4,2.9,0,0,298
10.10. 02:00,9.2,3,0,0,311
10.10. 03:00,9,3.1,0,0,298
10.10. 04:00,9,3.6,0,0,302
10.10. 05:00,10,3.6,0,0,282
10.10. 06:00,10,5.1,9,4,287
10.10. 07:00,11,4.6,31,11,312
10.10. 08:00,11,5.1,92,64,354
10.10. 09:00,11,5.7,156,125,349
10.10. 10:00,12,6.7,243,214,341
10.10. 11:00,12,5.1,336,335,347
10.10. 12:00,12,5.1,270,229,348
10.10. 13:00,13,5.7,149,73,333
10.10. 14:00,13,5.1,91,42,364
10.10. 15:00,13,3.6,50,14,371
10.10. 16:00,14,4.6,20,6,376
10.10. 17:00,14,2.1,2,0,372
10.10. 18:00,13,1.5,0,0,373
10.10. 19:00,14,2.1,0,0,366
10.10. 20:00,13,2.1,0,0,334
10.10. 21:00,13,2.6,0,0,370
10.10. 22:00,12,2.6,0,0,370
10.10. 23:00,13,2.1,0,0,368
11.10. 00:00,12.5,2.1,0,0,369
11.10. 01:00,12,2.1,0,0,369
11.10. 02:00,11.5,2.1,0,0,369
11.10. 03:00,11,2.1,0,0,342
11.10. 04:00,11,2.6,0,0,352
11.10. 05:00,11,2.1,0,0,336
11.10. 06:00,12,2.1,22,70,329
11.10. 07:00,12,2.6,87,166,327
11.10. 08:00,13,3.1,164,227,332
11.10. 09:00,15,4.6,228,255,343
11.10. 10:00,15,4.6,323,363,352
11.10. 11:00,16,4.1,398,481,357
11.10. 12:00,17,4.6,407,493,348
11.10. 13:00,18,4.1,351,418,337
11.10. 14:00,18,2.6,244,322,336
11.10. 15:00,19,2.1,153,302,358
11.10. 16:00,19,2.1,65,148,352
11.10. 17:00,18,1,8,0,347
11.10. 18:00,14,0,0,0,314
11.10. 19:00,13,1.5,0,0,306
11.10. 20:00,11,2.6,0,0,303
11.10. 21:00,11,1.5,0,0,303
11.10. 22:00,10.8,1.4,0,0,298
11.10. 23:00,10.6,1.3,0,0,298
12.10. 00:00,10.4,1.2,0,0,299
12.10. 01:00,10.2,1.1,0,0,302
12.10. 02:00,10,1,0,0,310
12.10. 03:00,9,3.6,0,0,301
12.10. 04:00,12,3.6,0,0,319
12.10. 05:00,14,5.1,0,0,324
12.10. 06:00,13,4.1,0,0,322
12.10. 07:00,13,4.1,98,289,339
12.10. 08:00,14,3.1,148,239,316
12.10. 09:00,16,4.1,159,177,339
12.10. 10:00,15,2.6,162,114,359
12.10. 11:00,17,3.6,229,182,368
12.10. 12:00,18,3.6,251,228,375
12.10. 13:00,17,4.1,224,232,356
12.10. 14:00,19,4.6,203,309,367
12.10. 15:00,19,3.6,138,317,353
12.10. 16:00,19,4.1,58,155,334
12.10. 17:00,17,3.1,7,0,334
12.10. 18:00,15,2.6,0,0,329
12.10. 19:00,14,1.5,0,0,340
12.10. 20:00,12,1.5,0,0,335
12.10. 21:00,12,2.6,0,0,330
12.10. 22:00,12,3.1,0,0,318
12.10. 23:00,11.6,3,0,0,306
13.10. 00:00,11.2,2.9,0,0,307
13.10. 01:00,10.8,2.8,0,0,308
13.10. 02:00,10.4,2.7,0,0,319
13.10. 03:00,10,2.6,0,0,310
13.10. 04:00,10,2.1,0,0,308
13.10. 05:00,9,1,0,0,312
13.10. 06:00,9,0.5,0,0,309
13.10. 07:00,9,1,110,314,305
13.10. 08:00,11,1.5,245,496,332
13.10. 09:00,13,2.6,373,633,310
13.10. 10:00,16,1.5,458,706,311
13.10. 11:00,18,1.5,500,743,314
13.10. 12:00,19,1.5,490,746,315
13.10. 13:00,20,2.1,428,713,318
13.10. 14:00,21,2.1,324,642,320
13.10. 15:00,21,1.5,193,508,323
13.10. 16:00,22,0,69,211,325
13.10. 17:00,19,1.5,8,0,319
13.10. 18:00,16,1,0,0,315
13.10. 19:00,14,2.1,0,0,313
13.10. 20:00,13,1.5,0,0,315
13.10. 21:00,12,1,0,0,310
13.10. 22:00,11,1,0,0,306
13.10. 23:00,10.4,1,0,0,303
14.10. 00:00,9.8,1,0,0,299
14.10. 01:00,9.2,1,0,0,297
14.10. 02:00,8.6,1,0,0,295
14.10. 03:00,8,1,0,0,295
14.10. 04:00,8,1.5,0,0,294
14.10. 05:00,7,0,0,0,294
14.10. 06:00,8,1,0,0,294
14.10. 07:00,8,0.5,129,422,293
14.10. 08:00,9,0,263,585,299
14.10. 09:00,10,0.5,382,687,302
14.10. 10:00,11,0.5,466,744,309
14.10. 11:00,13,1,503,765,314
14.10. 12:00,15,1.5,490,758,318
14.10. 13:00,18,2.6,427,725,321
14.10. 14:00,19,2.1,323,653,323
14.10. 15:00,20,1.5,191,518,324
14.10. 16:00,20,1,67,216,324
14.10. 17:00,19,1,7,0,322
14.10. 18:00,16,0,0,0,317
14.10. 19:00,14,0.5,0,0,313
14.10. 20:00,13,0.5,0,0,309
14.10. 21:00,11,1,0,0,307
14.10. 22:00,11,0,0,0,305
14.10. 23:00,10.6,0.1,0,0,303
15.10. 00:00,10.2,0.2,0,0,301
15.10. 01:00,9.8,0.3,0,0,299
15.10. 02:00,9.4,0.4,0,0,298
15.10. 03:00,9,0.5,0,0,297
15.10. 04:00,9,1,0,0,295
15.10. 05:00,8,1,0,0,294
15.10. 06:00,8,2.1,0,0,292
15.10. 07:00,8,1,127,428,291
15.10. 08:00,9,0.5,262,595,292
15.10. 09:00,10,1,383,697,296
15.10. 10:00,11,1,468,754,299
15.10. 11:00,12,1.5,507,783,305
15.10. 12:00,14,1.5,491,773,309
15.10. 13:00,17,1.5,427,737,314
15.10. 14:00,19,1.5,322,664,318
15.10. 15:00,20,1,189,528,320
15.10. 16:00,20,1.5,65,220,320
15.10. 17:00,19,1,6,0,317
15.10. 18:00,16,1,0,0,311
15.10. 19:00,14,0.5,0,0,307
15.10. 20:00,13,1,0,0,305
15.10. 21:00,11,1,0,0,303
15.10. 22:00,10,1,0,0,301
15.10. 23:00,10,0,0,0,301
16.10. 00:00,9.5,0,0,0,301
16.10. 01:00,9,0,0,0,300
16.10. 02:00,8.5,0,0,0,300
16.10. 03:00,8,0,0,0,300
16.10. 04:00,7,1,0,0,300
16.10. 05:00,7,0.5,0,0,300
16.10. 06:00,7,1,0,0,300
16.10. 07:00,7,0,124,432,299
16.10. 08:00,10,1,257,598,302
16.10. 09:00,14,2.1,376,698,306
16.10. 10:00,16,2.1,459,750,311
16.10. 11:00,19,1,496,771,318
16.10. 12:00,20,2.1,482,765,323
16.10. 13:00,21,1,419,731,327
16.10. 14:00,22,2.1,315,658,329
16.10. 15:00,23,1.5,183,520,329
16.10. 16:00,22,2.1,62,215,327
16.10. 17:00,21,1,5,0,324
16.10. 18:00,17,1,0,0,318
16.10. 19:00,15,0,0,0,314
16.10. 20:00,13,1,0,0,306
16.10. 21:00,12,0.5,0,0,301
16.10. 22:00,11.3,0.6,0,0,297
16.10. 23:00,10.7,0.7,0,0,295
17.10. 00:00,10,0.8,0,0,293
17.10. 01:00,9.3,0.8,0,0,291
17.10. 02:00,8.7,0.9,0,0,291
17.10. 03:00,8,1,0,0,290
17.10. 04:00,8,1,0,0,290
17.10. 05:00,7,1.5,0,0,289
17.10. 06:00,7,1.5,0,0,288
17.10. 07:00,7,0,122,436,287
17.10. 08:00,9,1,255,602,295
17.10. 09:00,14,0.5,374,702,299
17.10. 10:00,15,1.5,457,753,305
17.10. 11:00,18,1,493,771,312
17.10. 12:00,19,2.6,478,764,317
17.10. 13:00,20,1,415,729,321
17.10. 14:00,21,1,309,653,324
17.10. 15:00,22,0.5,178,511,325
17.10. 16:00,21,1,59,210,324
17.10. 17:00,18,0.5,5,0,321
17.10. 18:00,14,0.5,0,0,315
17.10. 19:00,12,1,0,0,311
17.10. 20:00,11,0,0,0,306
17.10. 21:00,10,0,0,0,304
17.10. 22:00,9,1,0,0,299
17.10. 23:00,8.4,0.9,0,0,294
18.10. 00:00,7.8,0.8,0,0,294
18.10. 01:00,7.2,0.7,0,0,289
18.10. 02:00,6.6,0.6,0,0,288
18.10. 03:00,6,0.5,0,0,286
18.10. 04:00,5,1,0,0,288
18.10. 05:00,6,0.5,0,0,289
18.10. 06:00,6,0,0,0,289
18.10. 07:00,6,1,108,273,292
18.10. 08:00,8,0.5,241,501,292
18.10. 09:00,12,1,369,681,293
18.10. 10:00,13,1,456,761,295
18.10. 11:00,15,1.5,493,782,297
18.10. 12:00,18,1.5,478,775,301
18.10. 13:00,20,1.5,413,738,304
18.10. 14:00,21,1,307,660,307
18.10. 15:00,21,1,174,515,308
18.10. 16:00,21,1,56,211,308
18.10. 17:00,18,1,4,0,305
18.10. 18:00,14,1,0,0,301
18.10. 19:00,13,1.5,0,0,299
18.10. 20:00,11,0,0,0,299
18.10. 21:00,10,0,0,0,298
18.10. 22:00,9,1,0,0,296
18.10. 23:00,8.4,0.9,0,0,295
19.10. 00:00,7.8,0.8,0,0,295
19.10. 01:00,7.2,0.7,0,0,296
19.10. 02:00,6.6,0.6,0,0,297
19.10. 03:00,6,0.5,0,0,297
19.10. 04:00,6,0,0,0,295
19.10. 05:00,6,0.5,0,0,294
19.10. 06:00,6,0,0,0,294
19.10. 07:00,6,1,47,110,298
19.10. 08:00,9,1,129,172,347
19.10. 09:00,10,1,255,380,347
19.10. 10:00,12,0,358,511,342
19.10. 11:00,13,0.5,437,644,327
19.10. 12:00,16,1,456,732,335
19.10. 13:00,19,1.5,397,709,324
19.10. 14:00,20,1.5,294,637,322
19.10. 15:00,20,0.5,165,491,321
19.10. 16:00,19,1,52,198,321
19.10. 17:00,17,1,3,0,319
19.10. 18:00,14,1,0,0,316
19.10. 19:00,13,1,0,0,315
19.10. 20:00,12,1,0,0,309
19.10. 21:00,13,1.5,0,0,304
19.10. 22:00,12,0.5,0,0,302
19.10. 23:00,12,0.7,0,0,303
20.10. 00:00,12,0.9,0,0,299
20.10. 01:00,12,1.1,0,0,297
20.10. 02:00,12,1.3,0,0,296
20.10. 03:00,12,1.5,0,0,302
20.10. 04:00,11,1.5,0,0,298
20.10. 05:00,11,0,0,0,302
20.10. 06:00,11,1.5,0,0,342
20.10. 07:00,12,1,62,155,342
20.10. 08:00,12,0.5,106,145,315
20.10. 09:00,15,0.5,128,111,343
20.10. 10:00,15,3.6,200,139,345
20.10. 11:00,16,3.1,248,173,356
20.10. 12:00,17,5.7,243,192,356
20.10. 13:00,18,4.1,228,243,354
20.10. 14:00,16,3.6,161,235,364
20.10. 15:00,15,3.1,84,194,358
20.10. 16:00,15,2.6,25,79,364
20.10. 17:00,15,1,2,0,363
20.10. 18:00,15,1,0,0,348
20.10. 19:00,15,1.5,0,0,357
20.10. 20:00,15,2.1,0,0,348
20.10. 21:00,14,0.5,0,0,353
20.10. 22:00,13,0.5,0,0,355
20.10. 23:00,12.4,0.7,0,0,347
21.10. 00:00,11.8,0.9,0,0,363
21.10. 01:00,11.2,1.1,0,0,345
21.10. 02:00,10.6,1.3,0,0,355
21.10. 03:00,10,1.5,0,0,360
21.10. 04:00,12,0.5,0,0,335
21.10. 05:00,12,0,0,0,331
21.10. 06:00,12,0,0,0,326
21.10. 07:00,14,3.6,70,221,334
21.10. 08:00,15,4.1,185,382,353
21.10. 09:00,17,4.1,278,482,349
21.10. 10:00,20,5.1,309,463,342
21.10. 11:00,20,6.7,308,399,338
21.10. 12:00,20,4.1,200,214,351
21.10. 13:00,18,1,141,140,356
21.10. 14:00,18,2.1,143,184,386
21.10. 15:00,18,1,66,95,378
21.10. 16:00,14,3.1,13,17,364
21.10. 17:00,13,3.1,1,0,377
21.10. 18:00,12,3.1,0,0,367
21.10. 19:00,12,3.1,0,0,369
21.10. 20:00,12,6.7,0,0,362
21.10. 21:00,11,6.7,0,0,349
21.10. 22:00,11,6.2,0,0,313
21.10. 23:00,11,6,0,0,320
22.10. 00:00,11,5.8,0,0,332
22.10. 01:00,11,5.5,0,0,308
22.10. 02:00,11,5.3,0,0,309
22.10. 03:00,11,5.1,0,0,292
22.10. 04:00,10,4.6,0,0,288
22.10. 05:00,10,5.1,0,0,297
22.10. 06:00,9,4.1,0,0,278
22.10. 07:00,9,5.1,61,194,291
22.10. 08:00,10,6.2,165,316,314
22.10. 09:00,11,6.7,261,437,307
22.10. 10:00,12,8.2,277,407,293
22.10. 11:00,12,5.7,279,368,295
22.10. 12:00,13,6.2,282,306,322
22.10. 13:00,11,6.2,230,190,323
22.10. 14:00,10,4.1,136,104,318
22.10. 15:00,10,3.6,56,32,324
22.10. 16:00,10,4.6,13,3,329
22.10. 17:00,9,4.6,1,0,334
22.10. 18:00,9,4.6,0,0,326
22.10. 19:00,9,3.6,0,0,326
22.10. 20:00,9,4.6,0,0,318
22.10. 21:00,9,3.1,0,0,297
22.10. 22:00,9,3.1,0,0,298
22.10. 23:00,9,3.1,0,0,321
23.10. 00:00,9,3.1,0,0,317
23.10. 01:00,8.7,3.3,0,0,308
23.10. 02:00,8.3,3.4,0,0,314
23.10. 03:00,8,3.6,0,0,301
23.10. 04:00,8,3.1,0,0,310
23.10. 05:00,9,3.6,0,0,312
23.10. 06:00,9,4.1,0,0,328
23.10. 07:00,8,4.6,30,61,309
23.10. 08:00,9,4.1,88,87,317
23.10. 09:00,9,4.1,181,203,335
23.10. 10:00,10,5.7,227,205,313
23.10. 11:00,11,4.6,271,291,321
23.10. 12:00,11,4.1,293,377,327
23.10. 13:00,11,2.1,246,337,314
23.10. 14:00,12,3.6,183,313,302
23.10. 15:00,12,3.6,85,171,329
23.10. 16:00,11,3.1,15,34,325
23.10. 17:00,10,3.6,0,0,338
23.10. 18:00,10,2.6,0,0,346
23.10. 19:00,10,4.1,0,0,346
23.10. 20:00,10,4.6,0,0,348
23.10. 21:00,10,5.1,0,0,347
23.10. 22:00,10,2.6,0,0,351
23.10. 23:00,10.2,3,0,0,348
24.10. 00:00,10.4,3.4,0,0,346
24.10. 01:00,10.6,3.8,0,0,350
24.10. 02:00,10.8,4.2,0,0,345
24.10. 03:00,11,4.6,0,0,350
24.10. 04:00,11,4.6,0,0,351
24.10. 05:00,11,4.1,0,0,353
24.10. 06:00,11,4.1,0,0,353
24.10. 07:00,11,4.1,12,0,352
24.10. 08:00,12,3.6,26,2,357
24.10. 09:00,13,5.1,43,4,358
24.10. 10:00,13,6.2,84,7,358
24.10. 11:00,15,5.7,117,31,361
24.10. 12:00,16,5.7,131,62,361
24.10. 13:00,17,4.1,159,138,361
24.10. 14:00,16,3.1,150,204,365
24.10. 15:00,17,3.1,87,203,360
24.10. 16:00,16,2.6,26,102,357
24.10. 17:00,15,2.6,1,0,342
24.10. 18:00,14,2.1,0,0,336
24.10. 19:00,14,1.5,0,0,357
24.10. 20:00,14,1.5,0,0,357
24.10. 21:00,14,2.1,0,0,370
24.10. 22:00,14,1.5,0,0,371
24.10. 23:00,14,1.8,0,0,372
25.10. 00:00,14,2.1,0,0,372
25.10. 01:00,14,2.5,0,0,375
25.10. 02:00,14,2.8,0,0,375
25.10. 03:00,14,3.1,0,0,373
25.10. 04:00,13,2.6,0,0,375
25.10. 05:00,13,2.6,0,0,375
25.10. 06:00,12,2.6,0,0,371
25.10. 07:00,12,2.6,26,7,371
25.10. 08:00,12,3.1,73,29,373
25.10. 09:00,13,4.6,159,146,375
25.10. 10:00,14,3.6,265,314,364
25.10. 11:00,16,5.1,287,285,355
25.10. 12:00,17,2.6,229,131,336
25.10. 13:00,17,3.6,176,90,367
25.10. 14:00,17,3.1,138,138,388
25.10. 15:00,18,2.6,79,118,384
25.10. 16:00,18,1.5,19,32,384
25.10. 17:00,16,2.1,1,0,370
25.10. 18:00,14,1.5,0,0,351
25.10. 19:00,13,0.5,0,0,360
25.10. 20:00,12,1.5,0,0,323
25.10. 21:00,11,1,0,0,358
25.10. 22:00,11.2,1.2,0,0,348
25.10. 23:00,11.3,1.4,0,0,348
26.10. 00:00,11.5,1.5,0,0,353
26.10. 01:00,11.7,1.7,0,0,358
26.10. 02:00,11.8,1.9,0,0,363
26.10. 03:00,12,2.1,0,0,349
26.10. 04:00,12,1,0,0,338
26.10. 05:00,12,1,0,0,334
26.10. 06:00,11,1,0,0,317
26.10. 07:00,12,1,61,138,323
26.10. 08:00,12,1.5,165,279,337
26.10. 09:00,12,2.1,264,438,333
26.10. 10:00,13,2.6,337,551,324
26.10. 11:00,14,2.1,394,648,333
26.10. 12:00,14,3.1,381,648,330
26.10. 13:00,16,1.5,308,535,324
26.10. 14:00,17,1,217,419,337
26.10. 15:00,18,0.5,109,253,350
26.10. 16:00,18,0.5,27,69,342
26.10. 17:00,16,1,1,0,348
26.10. 18:00,14,1,0,0,343
26.10. 19:00,13,0,0,0,333
26.10. 20:00,12,0.5,0,0,344
26.10. 21:00,12,1,0,0,340
26.10. 22:00,11,2.1,0,0,345
26.10. 23:00,11,2.6,0,0,337
27.10. 00:00,11.2,2.6,0,0,346
27.10. 01:00,11.5,2.6,0,0,351
27.10. 02:00,11.8,2.6,0,0,375
27.10. 03:00,12,2.6,0,0,376
27.10. 04:00,12,2.1,0,0,369
27.10. 05:00,12,3.1,0,0,346
27.10. 06:00,12,3.6,0,0,352
27.10. 07:00,12,2.6,8,0,360
27.10. 08:00,12,2.6,33,11,367
27.10. 09:00,12,1,171,264,366
27.10. 10:00,13,1,332,528,352
27.10. 11:00,14,1.5,381,591,307
27.10. 12:00,15,2.6,372,624,309
27.10. 13:00,15,2.6,316,563,299
27.10. 14:00,15,4.1,219,441,295
27.10. 15:00,15,3.1,110,320,315
27.10. 16:00,15,3.1,29,134,310
27.10. 17:00,14,2.1,0,0,298
27.10. 18:00,13,1,0,0,295
27.10. 19:00,11,2.6,0,0,295
27.10. 20:00,10,1,0,0,300
27.10. 21:00,10,1,0,0,305
27.10. 22:00,9,1.5,0,0,312
27.10. 23:00,8.2,1.6,0,0,313
28.10. 00:00,7.4,1.7,0,0,299
28.10. 01:00,6.6,1.9,0,0,302
28.10. 02:00,5.8,2,0,0,298
28.10. 03:00,5,2.1,0,0,309
28.10. 04:00,4,2.6,0,0,291
28.10. 05:00,4,3.1,0,0,285
28.10. 06:00,5,4.1,0,0,273
28.10. 07:00,6,3.1,39,37,287
28.10. 08:00,6,4.6,98,67,339
28.10. 09:00,8,4.6,143,66,322
28.10. 10:00,9,7.2,153,64,334
28.10. 11:00,10,5.7,174,62,328
28.10. 12:00,11,6.2,164,45,327
28.10. 13:00,11,6.2,119,27,323
28.10. 14:00,11,5.7,108,46,334
28.10. 15:00,11,7.2,72,56,331
28.10. 16:00,10,6.2,20,26,330
28.10. 17:00,10,5.7,0,0,312
28.10. 18:00,10,6.7,0,0,300
28.10. 19:00,10,7.7,0,0,322
28.10. 20:00,10,9.8,0,0,329
28.10. 21:00,10,8.8,0,0,342
28.10. 22:00,9,8.2,0,0,343
28.10. 23:00,9,8.2,0,0,344
29.10. 00:00,9,8.2,0,0,345
29.10. 01:00,9,8.2,0,0,346
29.10. 02:00,9,8.2,0,0,347
29.10. 03:00,9,8.2,0,0,350
29.10. 04:00,9,8.2,0,0,351
29.10. 05:00,10,6.7,0,0,352
29.10. 06:00,11,7.2,0,0,354
29.10. 07:00,10,7.7,7,0,356
29.10. 08:00,11,6.7,16,1,355
29.10. 09:00,12,8.8,21,1,357
29.10. 10:00,12,6.2,27,3,360
29.10. 11:00,12,4.1,40,14,362
29.10. 12:00,12,3.1,87,73,362
29.10. 13:00,12,2.1,117,130,350
29.10. 14:00,13,2.1,110,195,335
29.10. 15:00,13,3.1,79,245,313
29.10. 16:00,12,2.1,24,119,305
29.10. 17:00,10,1.5,0,0,302
29.10. 18:00,10,1.5,0,0,303
29.10. 19:00,8,1,0,0,277
29.10. 20:00,7,1,0,0,274
29.10. 21:00,5,1.5,0,0,275
29.10. 22:00,3,1.5,0,0,264
29.10. 23:00,3,1.5,0,0,254
30.10. 00:00,2.8,1.6,0,0,251
30.10. 01:00,2.6,1.7,0,0,250
30.10. 02:00,2.4,1.9,0,0,248
30.10. 03:00,2.2,2,0,0,247
30.10. 04:00,2,2.1,0,0,247
30.10. 05:00,2,2.1,0,0,247
30.10. 06:00,1,2.1,0,0,248
30.10. 07:00,2,2.1,68,191,251
30.10. 08:00,2,2.6,180,471,258
30.10. 09:00,5,2.1,268,524,256
30.10. 10:00,7,1.5,324,504,264
30.10. 11:00,8,2.1,312,410,271
30.10. 12:00,10,1,260,322,295
30.10. 13:00,10,1.5,186,212,321
30.10. 14:00,10,1.5,123,171,304
30.10. 15:00,10,1.5,83,236,321
30.10. 16:00,9,1,21,105,299
30.10. 17:00,8,0.5,0,0,308
30.10. 18:00,7,1,0,0,301
30.10. 19:00,5,0.5,0,0,293
30.10. 20:00,4,0,0,0,263
30.10. 21:00,3,1,0,0,257
30.10. 22:00,2,0,0,0,255
30.10. 23:00,1,0.5,0,0,253
31.10. 00:00,0.6,0.4,0,0,251
31.10. 01:00,0.2,0.3,0,0,250
31.10. 02:00,-0.2,0.2,0,0,250
31.10. 03:00,-0.6,0.1,0,0,249
31.10. 04:00,-1,0,0,0,249
31.10. 05:00,0,1,0,0,248
31.10. 06:00,-1,1.5,0,0,248
31.10. 07:00,-1,1,53,54,247
31.10. 08:00,0,0.5,122,103,286
31.10. 09:00,1,0.5,210,185,301
31.10. 10:00,3,0.5,321,417,311
31.10. 11:00,5,1.5,398,652,301
31.10. 12:00,7,1.5,400,731,286
31.10. 13:00,9,2.1,332,663,263
31.10. 14:00,10,2.6,228,558,266
31.10. 15:00,10,2.1,112,418,268
31.10. 16:00,10,1.5,26,163,268
31.10. 17:00,8,0.5,0,0,267
31.10. 18:00,4.5,0.8,0,0,264
31.10. 19:00,4.2,0.6,0,0,263
31.10. 20:00,4.2,0.9,0,0,265
31.10. 21:00,3.8,1,0,0,273
31.10. 22:00,2.5,0.8,0,0,279
31.10. 23:00,1.4,0.7,0,0,277
01.11. 00:00,0.2,0.4,0,0,281
01.11. 01:00,-0.5,0.5,0,0,269
01.11. 02:00,-1,0.5,0,0,264
01.11. 03:00,-1.4,0.5,0,0,250
01.11. 04:00,-1.8,0.5,0,0,247
01.11. 05:00,-1.5,0.2,0,0,246
01.11. 06:00,-2,0.5,0,0,242
01.11. 07:00,-2,0.5,77,243,240
01.11. 08:00,0,0,197,565,240
01.11. 09:00,3,0.5,313,687,241
01.11. 10:00,6,0.5,394,751,246
01.11. 11:00,7,1,428,772,251
01.11. 12:00,8,1,408,750,257
01.11. 13:00,10,1.5,340,679,260
01.11. 14:00,11,2.1,228,483,263
01.11. 15:00,10,2.1,100,197,267
01.11. 16:00,10,1.5,21,30,274
01.11. 17:00,8,1.5,0,0,278
01.11. 18:00,6,0,0,0,282
01.11. 19:00,4,0.5,0,0,282
01.11. 20:00,4,1,0,0,277
01.11. 21:00,4,1,0,0,274
01.11. 22:00,4,1,0,0,273
01.11. 23:00,4,0.5,0,0,288
02.11. 00:00,5,0.5,0,0,306
02.11. 01:00,4,0,0,0,310
02.11. 02:00,4,0,0,0,316
02.11. 03:00,4,0,0,0,318
02.11. 04:00,4,0,0,0,315
02.11. 05:00,4,1,0,0,309
02.11. 06:00,4,1.5,0,0,304
02.11. 07:00,4,1,44,88,294
02.11. 08:00,5,1.5,137,236,316
02.11. 09:00,7,2.1,248,377,293
02.11. 10:00,8,3.1,339,506,272
02.11. 11:00,12,4.1,384,599,279
02.11. 12:00,14,8.7,374,620,280
02.11. 13:00,15,10.8,303,516,280
02.11. 14:00,14,8.2,162,265,282
02.11. 15:00,13,6.2,43,58,288
02.11. 16:00,13,9.8,7,9,344
02.11. 17:00,12,8.2,0,0,345
02.11. 18:00,11,5.1,0,0,325
02.11. 19:00,11,8.2,0,0,306
02.11. 20:00,9,6.2,0,0,325
02.11. 21:00,8,4.6,0,0,331
02.11. 22:00,8,5.7,0,0,333
02.11. 23:00,7.7,5.6,0,0,334
03.11. 00:00,7.3,5.5,0,0,291
03.11. 01:00,7,5.4,0,0,301
03.11. 02:00,6.7,5.3,0,0,296
03.11. 03:00,6.3,5.2,0,0,282
03.11. 04:00,6,5.1,0,0,263
03.11. 05:00,7,6.2,0,0,272
03.11. 06:00,7,5.1,0,0,273
03.11. 07:00,6,6.2,46,112,278
03.11. 08:00,7,6.7,138,309,311
03.11. 09:00,9,7.2,227,411,286
03.11. 10:00,9,7.2,321,543,270
03.11. 11:00,11,8.7,359,610,269
03.11. 12:00,11,6.7,286,472,279
03.11. 13:00,12,6.7,190,238,281
03.11. 14:00,12,4.6,109,47,297
03.11. 15:00,11,3.1,40,1,318
03.11. 16:00,10,4.1,5,0,325
03.11. 17:00,9,5.1,0,0,331
03.11. 18:00,9,7.2,0,0,333
03.11. 19:00,11,9.3,0,0,329
03.11. 20:00,10,7.7,0,0,348
03.11. 21:00,10,8.2,0,0,347
03.11. 22:00,9,6.7,0,0,332
03.11. 23:00,8.7,5.5,0,0,332
04.11. 00:00,8.3,4.3,0,0,334
04.11. 01:00,8,3.1,0,0,338
04.11. 02:00,7,2.6,0,0,336
04.11. 03:00,7.5,2,0,0,341
04.11. 04:00,8,1.5,0,0,346
04.11. 05:00,8,1.5,0,0,346
04.11. 06:00,8,2.6,0,0,350
04.11. 07:00,7,3.1,5,1,351
04.11. 08:00,7,0,25,2,348
04.11. 09:00,8,1,156,212,350
