Time,AirTemperature,WindSpeed,GlobalRadiation,DirectNormalRad,DiffRadiation
13.04. 19:00,16,1.5,0,0,313
13.04. 20:00,15,1.5,0,0,320
13.04. 21:00,12,0.5,0,0,301
13.04. 22:00,11,0,0,0,294
13.04. 23:00,11,1,0,0,295
14.04. 00:00,9.8,0.8,0,0,292
14.04. 01:00,8.5,0.5,0,0,279
14.04. 02:00,7.2,0.2,0,0,277
14.04. 03:00,6,0,0,0,273
14.04. 04:00,6,1,0,0,276
14.04. 05:00,4,1.5,40,165,280
14.04. 06:00,4,1,139,313,273
14.04. 07:00,7,1.5,277,357,269
14.04. 08:00,10,3.1,440,518,280
14.04. 09:00,14,3.6,598,699,287
14.04. 10:00,16,5.1,715,820,294
14.04. 11:00,17,5.1,771,864,292
14.04. 12:00,19,4.1,770,865,295
14.04. 13:00,20,3.1,716,850,300
14.04. 14:00,21,4.1,613,806,304
14.04. 15:00,21,3.6,473,741,307
14.04. 16:00,22,4.6,313,640,309
14.04. 17:00,21,4.6,151,467,310
14.04. 18:00,20,3.1,37,180,308
14.04. 19:00,19,2.1,1,0,304
14.04. 20:00,16,2.1,0,0,298
14.04. 21:00,14,2.1,0,0,294
14.04. 22:00,12.8,2,0,0,290
14.04. 23:00,11.7,1.9,0,0,287
15.04. 00:00,10.5,1.8,0,0,284
15.04. 01:00,9.3,1.7,0,0,282
15.04. 02:00,8.2,1.6,0,0,279
15.04. 03:00,7,1.5,0,0,277
15.04. 04:00,6,2.1,0,0,274
15.04. 05:00,7,1,45,195,272
15.04. 06:00,7,0,167,486,270
15.04. 07:00,10,0.5,337,664,270
15.04. 08:00,13,1.5,505,787,276
15.04. 09:00,15,2.1,646,850,282
15.04. 10:00,19,2.1,746,883,289
15.04. 11:00,21,1.5,798,898,295
15.04. 12:00,23,1.5,797,900,299
15.04. 13:00,24,3.6,743,886,302
15.04. 14:00,25,3.6,640,852,303
15.04. 15:00,26,2.6,498,790,303
15.04. 16:00,26,3.1,329,674,304
15.04. 17:00,25,2.6,159,461,304
15.04. 18:00,24,1.5,39,162,302
15.04. 19:00,22,1.5,1,0,299
15.04. 20:00,18,2.6,0,0,298
15.04. 21:00,18,2.6,0,0,297
15.04. 22:00,14,2.1,0,0,296
15.04. 23:00,13.6,2.1,0,0,287
16.04. 00:00,13.2,2.1,0,0,282
16.04. 01:00,12.8,2.1,0,0,282
16.04. 02:00,12.4,2.1,0,0,284
16.04. 03:00,12,2.1,0,0,285
16.04. 04:00,11,2.6,0,0,285
16.04. 05:00,12,2.1,47,196,283
16.04. 06:00,9,2.1,170,487,282
16.04. 07:00,13,1,325,589,279
16.04. 08:00,15,1.5,462,580,281
16.04. 09:00,17,2.6,547,485,290
16.04. 10:00,19,4.1,606,423,300
16.04. 11:00,20,3.6,625,376,310
16.04. 12:00,21,3.1,571,264,319
16.04. 13:00,22,3.6,465,158,332
16.04. 14:00,21,2.6,366,99,336
16.04. 15:00,21,4.6,282,88,339
16.04. 16:00,20,3.6,168,42,341
16.04. 17:00,20,1.5,71,4,338
16.04. 18:00,20,1,19,0,345
16.04. 19:00,19,1.5,1,0,345
16.04. 20:00,17,1,0,0,341
16.04. 21:00,17,1.5,0,0,341
16.04. 22:00,16,1,0,0,327
16.04. 23:00,15,1,0,0,315
17.04. 00:00,14,1,0,0,318
17.04. 01:00,14,1,0,0,307
17.04. 02:00,14,1,0,0,305
17.04. 03:00,14,1,0,0,308
17.04. 04:00,13,1.5,0,0,301
17.04. 05:00,11,0.5,37,91,306
17.04. 06:00,10,1,90,124,303
17.04. 07:00,12,1.5,203,168,321
17.04. 08:00,14,1.5,319,260,335
17.04. 09:00,14,2.6,392,272,335
17.04. 10:00,14,2.6,414,213,348
17.04. 11:00,14,3.1,376,108,352
17.04. 12:00,14,2.6,356,95,368
17.04. 13:00,14,6.2,323,86,368
17.04. 14:00,13,5.1,332,178,371
17.04. 15:00,12,6.7,282,230,367
17.04. 16:00,13,6.2,176,193,353
17.04. 17:00,12,4.6,97,156,340
17.04. 18:00,11,3.1,22,48,327
17.04. 19:00,11,2.1,1,0,336
17.04. 20:00,10,2.1,0,0,310
17.04. 21:00,10,3.1,0,0,304
17.04. 22:00,10,5.7,0,0,283
17.04. 23:00,9.2,5.4,0,0,283
18.04. 00:00,8.4,5.1,0,0,284
18.04. 01:00,7.6,4.7,0,0,274
18.04. 02:00,6.8,4.4,0,0,276
18.04. 03:00,6,4.1,0,0,284
18.04. 04:00,5,3.6,0,0,276
18.04. 05:00,4,3.1,47,124,266
18.04. 06:00,4,3.6,178,430,264
18.04. 07:00,6,3.6,355,680,262
18.04. 08:00,8,4.1,522,785,246
18.04. 09:00,10,5.7,589,624,250
18.04. 10:00,12,6.7,617,463,256
18.04. 11:00,13,7.7,698,580,294
18.04. 12:00,13,7.2,725,639,288
18.04. 13:00,14,6.2,687,656,307
18.04. 14:00,14,6.7,591,615,293
18.04. 15:00,14,8.2,472,623,285
18.04. 16:00,14,7.7,340,670,286
18.04. 17:00,13,6.7,173,517,267
18.04. 18:00,13,6.2,47,203,259
18.04. 19:00,11,4.6,2,0,257
18.04. 20:00,9,4.1,0,0,255
18.04. 21:00,7,3.6,0,0,252
18.04. 22:00,6,2.6,0,0,250
18.04. 23:00,7,2.1,0,0,248
19.04. 00:00,6,2.6,0,0,246
19.04. 01:00,5,3.1,0,0,245
19.04. 02:00,4,3.1,0,0,243
19.04. 03:00,3,3.1,0,0,242
19.04. 04:00,3,0.5,0,0,240
19.04. 05:00,3,1.5,57,219,239
19.04. 06:00,3,3.6,193,545,238
19.04. 07:00,6,3.6,367,713,238
19.04. 08:00,9,4.6,533,807,240
19.04. 09:00,11,4.6,672,861,245
19.04. 10:00,14,4.1,771,891,251
19.04. 11:00,15,5.7,820,903,257
19.04. 12:00,16,7.2,816,901,262
19.04. 13:00,17,7.7,759,884,267
19.04. 14:00,18,8.2,655,849,271
19.04. 15:00,18,8.2,511,785,274
19.04. 16:00,18,7.2,344,682,276
19.04. 17:00,18,8.2,174,511,277
19.04. 18:00,17,7.7,48,201,276
19.04. 19:00,15,5.7,2,0,274
19.04. 20:00,13,5.1,0,0,272
19.04. 21:00,10,4.1,0,0,268
19.04. 22:00,9,1.5,0,0,265
19.04. 23:00,10,3.1,0,0,262
20.04. 00:00,6,3.6,0,0,260
20.04. 01:00,6,2.6,0,0,258
20.04. 02:00,6,1.5,0,0,256
20.04. 03:00,5,2.1,0,0,255
20.04. 04:00,6,2.6,0,0,253
20.04. 05:00,4,3.6,57,197,251
20.04. 06:00,6,3.6,188,477,250
20.04. 07:00,8,3.6,356,634,253
20.04. 08:00,10,4.6,520,742,257
20.04. 09:00,12,4.6,656,798,261
20.04. 10:00,14,5.7,754,840,271
20.04. 11:00,16,5.7,807,867,274
20.04. 12:00,17,5.7,807,877,283
20.04. 13:00,18,4.6,753,869,281
20.04. 14:00,18,5.1,651,838,285
20.04. 15:00,19,5.1,510,779,284
20.04. 16:00,19,5.7,344,677,284
20.04. 17:00,19,3.6,175,504,285
20.04. 18:00,18,3.1,49,198,284
20.04. 19:00,17,3.1,2,0,282
20.04. 20:00,15,2.1,0,0,279
20.04. 21:00,12,1,0,0,277
20.04. 22:00,9,0.5,0,0,274
20.04. 23:00,8.2,1.1,0,0,272
21.04. 00:00,7.4,1.7,0,0,270
21.04. 01:00,6.6,2.4,0,0,268
21.04. 02:00,5.8,3,0,0,267
21.04. 03:00,5,3.6,0,0,265
21.04. 04:00,6,3.1,0,0,264
21.04. 05:00,6,3.1,60,208,263
21.04. 06:00,6,2.6,196,524,262
21.04. 07:00,9,2.1,367,692,262
21.04. 08:00,12,3.1,532,788,267
21.04. 09:00,15,4.1,669,843,272
21.04. 10:00,17,4.1,767,874,277
21.04. 11:00,18,5.1,816,889,283
21.04. 12:00,19,5.1,814,889,287
21.04. 13:00,20,5.1,759,874,290
21.04. 14:00,21,5.7,656,840,292
21.04. 15:00,21,5.1,514,781,294
21.04. 16:00,21,5.1,348,681,295
21.04. 17:00,22,3.1,179,511,295
21.04. 18:00,20,3.1,51,203,293
21.04. 19:00,19,2.1,3,0,290
21.04. 20:00,15,1.5,0,0,285
21.04. 21:00,14,1,0,0,281
21.04. 22:00,12.6,0.8,0,0,278
21.04. 23:00,11.2,0.6,0,0,276
22.04. 00:00,9.8,0.4,0,0,274
22.04. 01:00,8.4,0.2,0,0,273
22.04. 02:00,7,0,0,0,270
22.04. 03:00,6,1.5,0,0,268
22.04. 04:00,6,3.1,0,0,266
22.04. 05:00,6,2.6,64,219,264
22.04. 06:00,7,3.1,202,539,261
22.04. 07:00,10,4.6,374,701,261
22.04. 08:00,12,5.7,539,794,265
22.04. 09:00,14,5.1,676,848,268
22.04. 10:00,15,4.6,774,879,272
22.04. 11:00,16,4.1,824,894,275
22.04. 12:00,18,3.6,821,889,277
22.04. 13:00,19,3.6,766,874,279
22.04. 14:00,18,4.6,653,812,281
22.04. 15:00,19,4.6,509,750,281
22.04. 16:00,19,3.6,352,681,282
22.04. 17:00,19,5.7,182,510,282
22.04. 18:00,17,5.7,53,202,282
22.04. 19:00,15,5.7,3,0,281
22.04. 20:00,13,5.1,0,0,274
22.04. 21:00,12,6.2,0,0,270
22.04. 22:00,10,5.1,0,0,266
22.04. 23:00,8.8,4.7,0,0,262
23.04. 00:00,7.6,4.3,0,0,258
23.04. 01:00,6.4,3.9,0,0,255
23.04. 02:00,5.2,3.5,0,0,253
23.04. 03:00,4,3.1,0,0,251
23.04. 04:00,3,2.6,0,0,249
23.04. 05:00,2,3.6,67,225,248
23.04. 06:00,4,1.5,208,548,246
23.04. 07:00,7,3.6,380,706,246
23.04. 08:00,9,2.6,546,799,251
23.04. 09:00,12,3.1,685,856,256
23.04. 10:00,13,4.1,782,884,260
23.04. 11:00,14,5.1,825,883,264
23.04. 12:00,15,4.6,819,875,270
23.04. 13:00,17,4.6,764,862,275
23.04. 14:00,17,5.1,661,831,279
23.04. 15:00,17,4.1,521,780,281
23.04. 16:00,17,4.6,355,682,281
23.04. 17:00,17,4.6,186,514,281
23.04. 18:00,16,4.6,55,204,280
23.04. 19:00,14,4.1,3,0,278
23.04. 20:00,12,1,0,0,273
23.04. 21:00,11,1.5,0,0,271
23.04. 22:00,9,1.5,0,0,269
23.04. 23:00,7.8,1.5,0,0,267
24.04. 00:00,6.6,1.5,0,0,265
24.04. 01:00,5.4,1.5,0,0,263
24.04. 02:00,4.2,1.5,0,0,261
24.04. 03:00,3,1.5,0,0,260
24.04. 04:00,2,1,0,0,258
24.04. 05:00,2,1.5,70,224,257
24.04. 06:00,3,1,211,547,256
24.04. 07:00,7,1,382,703,257
24.04. 08:00,10,1,547,795,260
24.04. 09:00,13,2.6,684,849,266
24.04. 10:00,15,3.1,782,879,273
24.04. 11:00,17,3.1,830,892,278
24.04. 12:00,18,2.6,826,891,283
24.04. 13:00,20,1.5,769,874,287
24.04. 14:00,21,1.5,664,839,290
24.04. 15:00,21,2.6,523,780,293
24.04. 16:00,21,2.6,355,664,294
24.04. 17:00,21,2.1,181,414,295
24.04. 18:00,20,2.6,51,123,294
24.04. 19:00,19,2.6,4,0,298
24.04. 20:00,16,1,0,0,286
24.04. 21:00,12,1,0,0,281
24.04. 22:00,10,0.5,0,0,277
24.04. 23:00,9.2,0.7,0,0,275
25.04. 00:00,8.4,0.9,0,0,274
25.04. 01:00,7.6,1.1,0,0,272
25.04. 02:00,6.8,1.3,0,0,271
25.04. 03:00,6,1.5,0,0,277
25.04. 04:00,6,2.1,0,0,287
25.04. 05:00,8,1.5,36,8,301
25.04. 06:00,9,2.6,62,8,315
25.04. 07:00,11,2.6,145,23,327
25.04. 08:00,13,1.5,273,65,351
25.04. 09:00,14,2.6,300,68,344
25.04. 10:00,17,7.7,282,53,349
25.04. 11:00,18,5.1,270,34,353
25.04. 12:00,17,6.2,297,24,360
25.04. 13:00,17,5.7,365,73,362
25.04. 14:00,16,5.7,343,103,357
25.04. 15:00,15,5.1,227,71,356
25.04. 16:00,16,4.1,124,55,357
25.04. 17:00,15,3.6,69,67,357
25.04. 18:00,14,2.6,29,36,354
25.04. 19:00,14,1.5,2,0,340
25.04. 20:00,13,3.6,0,0,351
25.04. 21:00,13,1.5,0,0,341
25.04. 22:00,13,2.1,0,0,335
25.04. 23:00,12.6,2.2,0,0,338
26.04. 00:00,12.2,2.3,0,0,326
26.04. 01:00,11.8,2.4,0,0,330
26.04. 02:00,11.4,2.5,0,0,326
26.04. 03:00,11,2.6,0,0,317
26.04. 04:00,11,3.1,0,0,296
26.04. 05:00,11,2.1,54,137,303
26.04. 06:00,12,2.1,182,415,304
26.04. 07:00,13,2.6,359,627,309
26.04. 08:00,16,3.6,524,727,297
26.04. 09:00,17,4.1,643,739,295
26.04. 10:00,19,2.6,712,677,302
26.04. 11:00,19,3.6,732,633,311
26.04. 12:00,20,3.6,727,636,319
26.04. 13:00,21,4.1,647,556,319
26.04. 14:00,21,2.6,531,460,330
26.04. 15:00,21,2.6,409,351,333
26.04. 16:00,20,2.1,238,167,329
26.04. 17:00,20,1,104,45,327
26.04. 18:00,19,2.6,29,7,337
26.04. 19:00,18,2.1,2,0,345
26.04. 20:00,16,1.5,0,0,340
26.04. 21:00,15,1.5,0,0,341
26.04. 22:00,14.7,1.5,0,0,342
26.04. 23:00,14.3,1.5,0,0,340
27.04. 00:00,14,1.5,0,0,338
27.04. 01:00,13.7,1.5,0,0,337
27.04. 02:00,13.3,1.5,0,0,327
27.04. 03:00,13,1.5,0,0,327
27.04. 04:00,13,1,0,0,320
27.04. 05:00,12,1.5,49,69,320
27.04. 06:00,13,1.5,100,100,320
27.04. 07:00,13,1,181,79,323
27.04. 08:00,15,1.5,282,112,362
27.04. 09:00,16,1.5,316,106,353
27.04. 10:00,16,2.1,394,168,355
27.04. 11:00,15,2.6,386,149,367
27.04. 12:00,17,3.1,346,77,357
27.04. 13:00,17,2.6,280,62,370
27.04. 14:00,18,4.1,177,54,347
27.04. 15:00,17,4.6,151,50,365
27.04. 16:00,16,5.1,106,37,362
27.04. 17:00,14,6.7,60,34,365
27.04. 18:00,13,6.7,13,1,362
27.04. 19:00,11,5.1,2,0,360
27.04. 20:00,11,4.6,0,0,358
27.04. 21:00,10,5.7,0,0,358
27.04. 22:00,9,5.1,0,0,352
27.04. 23:00,8.8,4.4,0,0,350
28.04. 00:00,8.6,3.7,0,0,348
28.04. 01:00,8.4,2.9,0,0,346
28.04. 02:00,8.2,2.2,0,0,342
28.04. 03:00,8,1.5,0,0,341
28.04. 04:00,8,0.5,0,0,340
28.04. 05:00,7,1,10,0,340
28.04. 06:00,7,1.5,26,0,338
28.04. 07:00,7,1.5,53,2,336
28.04. 08:00,8,2.1,164,70,337
28.04. 09:00,9,1.5,278,155,334
28.04. 10:00,11,2.1,450,307,308
28.04. 11:00,11,2.1,594,390,316
28.04. 12:00,11,3.6,570,320,305
28.04. 13:00,12,4.1,535,339,303
28.04. 14:00,12,3.6,429,255,314
28.04. 15:00,14,3.1,299,131,304
28.04. 16:00,14,5.1,249,259,328
28.04. 17:00,13,3.6,173,349,317
28.04. 18:00,13,4.6,57,155,289
28.04. 19:00,12,3.1,5,0,279
28.04. 20:00,10,2.1,0,0,266
28.04. 21:00,9,1.5,0,0,280
28.04. 22:00,8,1.5,0,0,285
28.04. 23:00,7,1,0,0,280
29.04. 00:00,7,0,0,0,292
29.04. 01:00,5.5,0,0,0,295
29.04. 02:00,4,0,0,0,275
29.04. 03:00,4,1,0,0,261
29.04. 04:00,3,0.5,0,0,268
29.04. 05:00,2,1,63,67,269
29.04. 06:00,3,0,177,204,268
29.04. 07:00,6,1.5,335,378,272
29.04. 08:00,8,2.6,491,498,272
29.04. 09:00,10,2.6,607,508,275
29.04. 10:00,12,2.1,587,343,281
29.04. 11:00,14,3.1,504,201,293
29.04. 12:00,14,3.1,517,215,333
29.04. 13:00,15,2.6,570,318,340
29.04. 14:00,16,2.1,514,325,336
29.04. 15:00,17,2.6,370,206,323
29.04. 16:00,17,1.5,251,167,333
29.04. 17:00,17,1.5,135,89,322
29.04. 18:00,15,1,42,16,319
29.04. 19:00,14,1.5,5,0,313
29.04. 20:00,13,1.5,0,0,304
29.04. 21:00,11,1,0,0,299
29.04. 22:00,10,1.5,0,0,304
29.04. 23:00,9.8,1.7,0,0,306
30.04. 00:00,9.6,1.9,0,0,298
30.04. 01:00,9.4,2.2,0,0,313
30.04. 02:00,9.2,2.4,0,0,313
30.04. 03:00,9,2.6,0,0,311
30.04. 04:00,8,2.6,0,0,315
30.04. 05:00,8,2.6,54,105,296
30.04. 06:00,9,2.6,179,336,305
30.04. 07:00,10,4.6,368,580,304
30.04. 08:00,11,5.7,520,696,278
30.04. 09:00,14,5.1,599,658,276
30.04. 10:00,15,6.2,646,586,283
30.04. 11:00,15,3.6,701,542,298
30.04. 12:00,15,5.7,700,484,300
30.04. 13:00,16,4.1,554,296,308
30.04. 14:00,15,2.6,372,104,308
30.04. 15:00,15,3.6,239,33,320
30.04. 16:00,13,2.6,127,10,340
30.04. 17:00,14,5.1,55,0,338
30.04. 18:00,10,3.1,19,0,341
30.04. 19:00,9.5,3.7,2,0,337
30.04. 20:00,9.2,3.8,0,0,333
30.04. 21:00,7.8,3.2,0,0,328
30.04. 22:00,6.3,2.3,0,0,327
30.04. 23:00,4.8,1.3,0,0,326
01.05. 00:00,3,0.5,0,0,284
01.05. 01:00,2.5,0.9,0,0,297
01.05. 02:00,1.9,0.8,0,0,297
01.05. 03:00,1.8,0.6,0,0,288
01.05. 04:00,2.5,0.5,0,0,277
01.05. 05:00,3.5,0.6,62,58,277
01.05. 06:00,2,0,195,288,271
01.05. 07:00,5,0.5,348,428,288
01.05. 08:00,6,2.1,478,419,269
01.05. 09:00,8,1,605,480,276
01.05. 10:00,11,1.5,687,509,288
01.05. 11:00,13,2.1,732,553,298
01.05. 12:00,15,3.6,739,605,315
01.05. 13:00,17,4.1,641,525,303
01.05. 14:00,17,4.6,439,297,304
01.05. 15:00,17,5.7,271,99,323
01.05. 16:00,17,5.7,141,25,327
01.05. 17:00,16,4.1,36,0,330
01.05. 18:00,12,3.6,11,0,344
01.05. 19:00,10,0.5,3,0,340
01.05. 20:00,9,3.1,0,0,329
01.05. 21:00,9,1,0,0,329
01.05. 22:00,9,2.1,0,0,334
01.05. 23:00,8,2.1,0,0,335
02.05. 00:00,8,3,0,0,335
02.05. 01:00,8,3.9,0,0,332
02.05. 02:00,8,4.8,0,0,333
02.05. 03:00,8,5.7,0,0,328
02.05. 04:00,7,5.1,0,0,322
02.05. 05:00,7,6.7,31,12,324
02.05. 06:00,7,5.7,132,119,316
02.05. 07:00,8,6.2,217,143,320
02.05. 08:00,8,5.1,250,78,292
02.05. 09:00,9,3.6,289,91,325
02.05. 10:00,9,4.1,323,71,333
02.05. 11:00,10,2.1,308,53,339
02.05. 12:00,11,1.5,252,61,350
02.05. 13:00,11,2.6,350,196,350
02.05. 14:00,13,3.1,464,403,352
02.05. 15:00,13,3.6,390,434,342
02.05. 16:00,13,3.6,250,329,302
02.05. 17:00,12,4.1,133,201,317
02.05. 18:00,12,2.1,47,70,325
02.05. 19:00,11,1,5,0,308
02.05. 20:00,10,1,0,0,326
02.05. 21:00,8,0.5,0,0,318
02.05. 22:00,8,0,0,0,308
02.05. 23:00,8,1,0,0,299
03.05. 00:00,7,0.5,0,0,288
03.05. 01:00,5,0.5,0,0,277
03.05. 02:00,4.5,0.8,0,0,274
03.05. 03:00,4,1,0,0,272
03.05. 04:00,4,1.5,0,0,269
03.05. 05:00,4,2.6,91,355,267
03.05. 06:00,6,2.6,238,547,265
03.05. 07:00,9,4.6,408,689,265
03.05. 08:00,11,4.6,570,778,267
03.05. 09:00,13,5.7,705,831,271
03.05. 10:00,14,5.7,796,855,274
03.05. 11:00,16,5.1,837,851,279
03.05. 12:00,17,5.1,789,719,286
03.05. 13:00,18,5.7,671,530,290
03.05. 14:00,18,3.6,535,454,316
03.05. 15:00,19,2.6,419,415,335
03.05. 16:00,19,2.6,305,339,332
03.05. 17:00,19,3.1,167,250,328
03.05. 18:00,18,2.1,56,103,324
03.05. 19:00,17,1,7,0,324
03.05. 20:00,13,0.5,0,0,316
03.05. 21:00,10,1,0,0,296
03.05. 22:00,8,0.5,0,0,297
03.05. 23:00,8.2,0.9,0,0,288
04.05. 00:00,8.4,1.3,0,0,292
04.05. 01:00,8.6,1.8,0,0,301
04.05. 02:00,8.8,2.2,0,0,283
04.05. 03:00,9,2.6,0,0,289
04.05. 04:00,10,3.6,0,0,298
04.05. 05:00,10,2.1,68,222,280
04.05. 06:00,8,1.5,209,418,279
04.05. 07:00,11,2.6,368,614,284
04.05. 08:00,12,2.8,474,622,291
04.05. 09:00,14,3.1,430,392,291
04.05. 10:00,12,3.1,334,194,298
04.05. 11:00,10,3.1,271,122,334
04.05. 12:00,10,1.5,266,33,345
04.05. 13:00,10,2.1,403,148,343
04.05. 14:00,11,2.6,523,461,332
04.05. 15:00,10,5.1,471,556,319
04.05. 16:00,10,2.1,305,392,304
04.05. 17:00,11,1.5,168,317,307
04.05. 18:00,11,2.1,62,150,300
04.05. 19:00,10,2.1,8,0,290
04.05. 20:00,9,1.5,0,0,287
04.05. 21:00,9,2.6,0,0,274
04.05. 22:00,7,2.1,0,0,302
04.05. 23:00,6,1.8,0,0,294
05.05. 00:00,5,1.5,0,0,263
05.05. 01:00,4,1.1,0,0,266
05.05. 02:00,3,0.8,0,0,257
05.05. 03:00,2,0.5,0,0,256
05.05. 04:00,2,0,0,0,255
05.05. 05:00,3,0,97,363,253
05.05. 06:00,4,0,249,560,253
05.05. 07:00,6,2.1,420,700,252
05.05. 08:00,9,4.1,577,775,255
05.05. 09:00,11,3.1,669,750,260
05.05. 10:00,12,4.1,741,723,267
05.05. 11:00,14,4.1,752,639,282
05.05. 12:00,14,3.6,645,425,286
05.05. 13:00,15,4.1,576,338,313
05.05. 14:00,16,4.1,488,298,310
05.05. 15:00,16,4.1,383,258,314
05.05. 16:00,16,4.6,291,273,323
05.05. 17:00,16,4.6,165,263,311
05.05. 18:00,15,4.1,64,129,305
05.05. 19:00,13,3.6,10,0,301
05.05. 20:00,9,3.1,0,0,273
05.05. 21:00,9,1.5,0,0,276
05.05. 22:00,8,2.1,0,0,276
05.05. 23:00,5,2.6,0,0,265
06.05. 00:00,4.5,2.7,0,0,284
06.05. 01:00,4,2.8,0,0,303
06.05. 02:00,3.5,3,0,0,311
06.05. 03:00,3,3.1,0,0,293
06.05. 04:00,3,4.1,0,0,258
06.05. 05:00,3,4.1,103,385,251
06.05. 06:00,6,3.6,256,577,250
06.05. 07:00,9,4.1,426,709,251
06.05. 08:00,11,5.1,584,786,256
06.05. 09:00,13,6.2,715,832,264
06.05. 10:00,15,7.7,803,847,271
06.05. 11:00,17,8.8,846,851,277
06.05. 12:00,18,7.2,845,862,284
06.05. 13:00,19,7.2,792,857,290
06.05. 14:00,20,6.2,691,826,293
06.05. 15:00,21,7.2,551,769,295
06.05. 16:00,21,5.7,388,677,297
06.05. 17:00,21,5.7,221,529,299
06.05. 18:00,20,4.6,79,219,298
06.05. 19:00,19,4.1,10,0,295
06.05. 20:00,16,4.1,0,0,293
06.05. 21:00,14,3.6,0,0,289
06.05. 22:00,11,3.6,0,0,284
06.05. 23:00,10,3.1,0,0,280
07.05. 00:00,9,2.6,0,0,277
07.05. 01:00,8,2,0,0,275
07.05. 02:00,7,1.5,0,0,274
07.05. 03:00,6,1,0,0,272
07.05. 04:00,5,0.5,0,0,270
07.05. 05:00,5,1.5,102,370,270
07.05. 06:00,7,1,253,562,271
07.05. 07:00,11,2.1,421,696,274
07.05. 08:00,14,1.5,580,776,280
07.05. 09:00,15,1.5,711,824,288
07.05. 10:00,17,1.5,803,852,295
07.05. 11:00,19,3.1,849,864,302
07.05. 12:00,21,3.1,841,857,307
07.05. 13:00,22,4.1,781,836,311
07.05. 14:00,23,4.1,678,801,315
07.05. 15:00,24,4.1,534,728,317
07.05. 16:00,24,5.1,354,553,322
07.05. 17:00,23,4.6,194,418,329
07.05. 18:00,22,4.1,78,204,332
07.05. 19:00,19,3.6,11,0,320
07.05. 20:00,17,2.6,0,0,314
07.05. 21:00,14,2.6,0,0,310
07.05. 22:00,13,3.6,0,0,306
07.05. 23:00,11.8,3,0,0,302
08.05. 00:00,10.6,2.4,0,0,298
08.05. 01:00,9.4,1.7,0,0,295
08.05. 02:00,8.2,1.1,0,0,293
08.05. 03:00,7,0.5,0,0,290
08.05. 04:00,6,0,0,0,288
08.05. 05:00,7,1,104,369,286
08.05. 06:00,9,1,240,502,285
08.05. 07:00,13,1,396,607,287
08.05. 08:00,15,1.5,526,649,293
08.05. 09:00,17,1,647,680,301
08.05. 10:00,19,1.5,776,795,313
08.05. 11:00,20,2.6,820,812,311
08.05. 12:00,22,4.1,806,793,324
08.05. 13:00,24,6.2,750,782,321
08.05. 14:00,25,6.2,626,708,329
08.05. 15:00,25,7.2,496,647,333
08.05. 16:00,24,5.7,363,592,343
08.05. 17:00,24,2.6,206,438,340
08.05. 18:00,25,2.1,74,165,333
08.05. 19:00,20,0.5,11,0,329
08.05. 20:00,17,1,0,0,313
08.05. 21:00,14,1,0,0,309
08.05. 22:00,14,0,0,0,309
08.05. 23:00,13.4,0.1,0,0,304
09.05. 00:00,12.8,0.2,0,0,300
09.05. 01:00,12.2,0.3,0,0,296
09.05. 02:00,11.6,0.4,0,0,292
09.05. 03:00,11,0.5,0,0,288
09.05. 04:00,11,2.1,0,0,286
09.05. 05:00,10,2.1,108,382,283
09.05. 06:00,13,4.1,259,568,281
09.05. 07:00,15,3.6,426,696,281
09.05. 08:00,17,3.1,583,773,288
09.05. 09:00,19,3.1,713,820,295
09.05. 10:00,20,5.1,803,845,302
09.05. 11:00,22,5.7,847,855,309
09.05. 12:00,23,7.2,835,848,316
09.05. 13:00,25,7.7,774,816,323
09.05. 14:00,25,5.7,659,733,331
09.05. 15:00,27,5.1,512,655,338
09.05. 16:00,27,5.7,370,612,345
09.05. 17:00,26,5.1,214,474,337
09.05. 18:00,26,5.7,74,180,328
09.05. 19:00,23,4.1,11,0,348
09.05. 20:00,22,3.6,0,0,335
09.05. 21:00,19,2.6,0,0,311
09.05. 22:00,18,4.1,0,0,305
09.05. 23:00,17,4,0,0,303
10.05. 00:00,16,3.9,0,0,302
10.05. 01:00,15,3.8,0,0,300
10.05. 02:00,14,3.7,0,0,298
10.05. 03:00,13,3.6,0,0,296
10.05. 04:00,12,2.1,0,0,295
10.05. 05:00,11,3.6,99,250,294
10.05. 06:00,14,2.6,236,404,296
10.05. 07:00,15,2.6,399,558,297
10.05. 08:00,17,2.1,517,523,304
10.05. 09:00,18,2.6,597,422,309
10.05. 10:00,19,2.1,690,501,332
10.05. 11:00,20,2.1,749,577,335
10.05. 12:00,21,2.6,700,513,334
10.05. 13:00,22,2.1,647,548,341
10.05. 14:00,23,2.6,621,650,352
10.05. 15:00,24,3.1,521,653,347
10.05. 16:00,25,3.1,359,559,345
10.05. 17:00,24,2.1,192,378,348
10.05. 18:00,24,1.5,72,148,366
10.05. 19:00,22,0.5,11,0,347
10.05. 20:00,21,1,0,0,345
10.05. 21:00,19,0.5,0,0,332
10.05. 22:00,18,1.5,0,0,335
10.05. 23:00,17.4,1.4,0,0,343
11.05. 00:00,16.8,1.3,0,0,358
11.05. 01:00,16.2,1.2,0,0,357
11.05. 02:00,15.6,1.1,0,0,357
11.05. 03:00,15,1,0,0,352
11.05. 04:00,15,1.5,0,0,352
11.05. 05:00,15,2.1,40,6,354
11.05. 06:00,15,5.1,118,30,347
11.05. 07:00,15,4.1,226,61,354
11.05. 08:00,16,2.6,305,91,347
11.05. 09:00,16,3.1,380,118,353
